run_id,condition,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260522_113819_011,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_011,completed,20260522_122506,2026-05-22T12:29:32+0200,3,9,3,6,27,15,79251,36971,116222,266.225,Candidate D,consensus,Candidate C,0,0.939591,0.930901,0.953553,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_011/metadata.json,0,0,0,3,0.953553,0.934319,0.930901
low_treatment_20260522_113819_012,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_012,completed,20260522_122935,2026-05-22T12:34:14+0200,3,9,5,10,27,19,86032,40502,126534,279.4187,Candidate C,consensus,Candidate C,1,0.955712,0.952232,0.959281,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_012/metadata.json,0,0,3,0,0.955624,0.952232,0.959281
low_treatment_20260522_113819_013,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_013,completed,20260522_123418,2026-05-22T12:40:59+0200,5,15,2,4,45,19,119766,59062,178828,401.3616,Candidate C,consensus,Candidate C,1,0.922797,0.907333,0.937569,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_013/metadata.json,0,0,3,0,0.923488,0.937569,0.907333
low_treatment_20260522_113819_014,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_014,completed,20260522_124102,2026-05-22T12:44:12+0200,2,6,1,2,18,8,41013,25217,66230,190.5039,Candidate C,consensus,Candidate C,1,0.958182,0.954059,0.96243,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_014/metadata.json,0,0,3,0,0.96243,0.958058,0.954059
low_treatment_20260522_113819_015,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_015,completed,20260522_124416,2026-05-22T12:50:54+0200,5,15,2,4,45,19,114901,57615,172516,398.6693,Candidate C,max_round_majority_vote,Candidate C,1,0.951722,0.950357,0.95273,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_015/metadata.json,0,0,2,1,0.952079,0.95273,0.950357
low_treatment_20260522_113819_016,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_016,completed,20260522_125058,2026-05-22T12:57:20+0200,5,15,2,4,45,19,117185,54616,171801,382.602,Candidate C,max_round_majority_vote,Candidate C,1,0.935208,0.927781,0.947018,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_016/metadata.json,0,1,2,0,0.947018,0.930825,0.927781
low_treatment_20260522_113819_017,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_017,completed,20260522_125723,2026-05-22T13:00:16+0200,2,6,0,0,18,6,36397,23255,59652,172.9,Candidate C,consensus,Candidate C,1,0.948486,0.937576,0.959245,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_017/metadata.json,0,0,3,0,0.937576,0.948638,0.959245
low_treatment_20260522_113819_018,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_018,completed,20260522_130019,2026-05-22T13:03:28+0200,2,6,2,4,18,10,44281,24217,68498,188.6552,Candidate C,consensus,Candidate C,1,0.93054,0.916077,0.943197,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_018/metadata.json,0,0,3,0,0.932346,0.943197,0.916077
low_treatment_20260522_113819_019,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_019,completed,20260522_130331,2026-05-22T13:08:31+0200,3,9,4,8,27,17,76493,38938,115431,300.1752,Candidate C,consensus,Candidate C,1,0.941243,0.931487,0.952027,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_019/metadata.json,0,0,3,0,0.931487,0.940215,0.952027
low_treatment_20260522_113819_020,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_020,completed,20260522_130834,2026-05-22T13:24:29+0200,5,15,1,2,45,17,109525,58694,168219,954.2739,Candidate C,consensus,Candidate C,1,0.931338,0.927822,0.938303,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_020/metadata.json,0,0,3,0,0.927889,0.938303,0.927822
low_treatment_20260522_113819_021,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_021,completed,20260522_132432,2026-05-22T13:44:34+0200,5,15,1,2,45,17,129675,73046,202721,1202.1813,Candidate A,max_round_majority_vote,Candidate C,0,0.939637,0.928738,0.947101,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_021/metadata.json,2,0,0,1,0.943072,0.947101,0.928738
low_treatment_20260522_113819_022,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_022,completed,20260522_134437,2026-05-22T13:48:13+0200,2,6,2,4,18,10,44725,22822,67547,216.4364,Candidate C,consensus,Candidate C,1,0.940684,0.933225,0.948157,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_022/metadata.json,0,0,3,0,0.933225,0.940671,0.948157
low_treatment_20260522_113819_023,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_023,completed,20260522_134816,2026-05-22T14:04:08+0200,4,12,2,4,36,16,91446,49949,141395,951.4003,Candidate C,consensus,Candidate C,1,0.948782,0.944734,0.956064,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_023/metadata.json,0,0,3,0,0.956064,0.944734,0.945549
low_treatment_20260522_113819_024,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_024,completed,20260522_140411,2026-05-22T14:05:59+0200,2,6,0,0,18,6,36343,20810,57153,108.0191,Candidate C,consensus,Candidate C,1,0.943982,0.937696,0.955066,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_024/metadata.json,0,0,3,0,0.937696,0.939184,0.955066
low_treatment_20260522_113819_025,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_025,completed,20260522_140602,2026-05-22T14:08:58+0200,3,9,0,0,27,9,57072,33778,90850,176.2302,Candidate C,consensus,Candidate C,1,0.93791,0.927103,0.944488,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_025/metadata.json,0,0,3,0,0.944488,0.94214,0.927103
low_treatment_20260522_113819_026,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_026,completed,20260522_140901,2026-05-22T14:11:10+0200,2,6,1,2,17,8,40817,24132,64949,128.3373,Candidate C,consensus,Candidate C,1,0.923265,0.915248,0.927694,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_026/metadata.json,0,0,3,0,0.927694,0.915248,0.926854
low_treatment_20260522_113819_027,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_027,completed,20260522_141113,2026-05-22T14:15:58+0200,5,15,2,4,45,19,116597,53680,170277,285.0706,Candidate C,max_round_majority_vote,Candidate C,1,0.941653,0.933835,0.950327,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_027/metadata.json,0,1,2,0,0.940798,0.950327,0.933835
low_treatment_20260522_113819_028,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_028,completed,20260522_141601,2026-05-22T14:18:21+0200,2,6,2,4,18,10,44700,25321,70021,139.6199,Candidate C,consensus,Candidate C,1,0.944169,0.932665,0.961244,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_028/metadata.json,0,0,3,0,0.938597,0.961244,0.932665
low_treatment_20260522_113819_029,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_029,completed,20260522_141823,2026-05-22T14:20:17+0200,2,6,1,2,18,8,40397,21843,62240,113.3,Candidate C,consensus,Candidate C,1,0.939326,0.923724,0.949787,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_029/metadata.json,0,0,3,0,0.944466,0.949787,0.923724
low_treatment_20260522_113819_030,low,treatment,True,transparency_experiment,low_treatment_20260522_113819_030,completed,20260522_142020,2026-05-22T14:35:19+0200,5,15,3,6,45,21,120833,57099,177932,898.9065,Candidate C,consensus,Candidate C,1,0.952414,0.950291,0.955546,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_113819_030/metadata.json,0,0,3,0,0.950291,0.955546,0.951405
moderate_treatment_20260522_113819_001,moderate,treatment,True,transparency_experiment,moderate_treatment_20260522_113819_001,completed,20260522_143522,2026-05-22T14:44:17+0200,5,15,7,14,45,29,232944,85489,318433,535.3415,Candidate B,consensus,Candidate C,0,0.946384,0.936646,0.954306,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260522_113819_001/metadata.json,0,3,0,0,0.954306,0.948201,0.936646
moderate_treatment_20260522_113819_002,moderate,treatment,True,transparency_experiment,moderate_treatment_20260522_113819_002,completed,20260522_144420,2026-05-22T14:54:54+0200,5,15,10,20,45,35,231069,73433,304502,633.8452,Candidate C,max_round_majority_vote,Candidate C,1,0.946392,0.935944,0.953941,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260522_113819_002/metadata.json,0,1,2,0,0.953941,0.949291,0.935944
