run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260606_092841_011,low,treatment,low_treatment_20260606_092841_011,completed,20260606_103520,2026-06-06T10:49:34+0200,5,15,11,22,45,37,261693,163563,425256,318284.89,854.1516,Candidate C,consensus,Candidate C,1,0.93932,0.923299,0.95184,0.93932,0.833333,0.782766,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_011/metadata.json,0,0,3,0,0.94282,0.923299,0.95184
low_treatment_20260606_092841_012,low,treatment,low_treatment_20260606_092841_012,completed,20260606_104937,2026-06-06T11:03:17+0200,5,15,16,32,45,47,278932,154877,433809,318284.89,819.302,Candidate B,consensus,Candidate C,0,0.949032,0.94274,0.953221,0.949032,0.5,0.474516,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_012/metadata.json,0,3,0,0,0.951134,0.94274,0.953221
low_treatment_20260606_092841_013,low,treatment,low_treatment_20260606_092841_013,completed,20260606_110320,2026-06-06T11:12:36+0200,4,12,7,14,36,26,177791,108563,286354,318284.89,555.9259,Candidate B,consensus,Candidate C,0,0.942425,0.940834,0.943383,0.942425,0.666667,0.628284,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_013/metadata.json,0,3,0,0,0.943059,0.943383,0.940834
low_treatment_20260606_092841_014,low,treatment,low_treatment_20260606_092841_014,completed,20260606_111239,2026-06-06T11:27:09+0200,2,6,7,14,18,20,102747,54824,157571,318284.89,870.4388,Candidate C,consensus,Candidate C,1,0.945862,0.936399,0.953617,0.945862,0.444444,0.420383,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_014/metadata.json,0,0,3,0,0.953617,0.947571,0.936399
low_treatment_20260606_092841_015,low,treatment,low_treatment_20260606_092841_015,completed,20260606_112712,2026-06-06T11:33:36+0200,2,6,8,16,18,22,124983,73588,198571,318284.89,384.0002,Candidate C,consensus,Candidate C,1,0.957065,0.950463,0.966827,0.957065,0.722222,0.691213,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_015/metadata.json,0,0,3,0,0.950463,0.966827,0.953904
low_treatment_20260606_092841_016,low,treatment,low_treatment_20260606_092841_016,completed,20260606_113340,2026-06-06T11:47:03+0200,5,15,14,28,44,43,274805,155125,429930,318284.89,803.774,Candidate C,max_round_majority_vote,Candidate C,1,0.938376,0.926706,0.945616,0.938376,0.777778,0.729848,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_016/metadata.json,0,1,2,0,0.945616,0.926706,0.942807
low_treatment_20260606_092841_017,low,treatment,low_treatment_20260606_092841_017,completed,20260606_114707,2026-06-06T11:55:35+0200,3,9,9,18,27,27,158105,96565,254670,318284.89,508.06,Candidate B,consensus,Candidate C,0,0.947109,0.940045,0.960673,0.947109,0.666667,0.631406,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_017/metadata.json,0,3,0,0,0.960673,0.940608,0.940045
low_treatment_20260606_092841_018,low,treatment,low_treatment_20260606_092841_018,completed,20260606_115538,2026-06-06T12:07:42+0200,5,15,13,26,45,41,246955,142760,389715,318284.89,724.6508,Candidate C,max_round_majority_vote,Candidate C,1,0.940846,0.930315,0.960726,0.940846,0.777778,0.731769,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_018/metadata.json,0,1,2,0,0.960726,0.930315,0.931498
low_treatment_20260606_092841_019,low,treatment,low_treatment_20260606_092841_019,completed,20260606_120746,2026-06-06T12:14:22+0200,3,9,5,10,27,19,125911,76574,202485,318284.89,396.1752,Candidate D,consensus,Candidate C,0,0.939192,0.933368,0.948288,0.939192,0.444444,0.417418,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_019/metadata.json,0,0,0,3,0.948288,0.935919,0.933368
low_treatment_20260606_092841_020,low,treatment,low_treatment_20260606_092841_020,completed,20260606_121425,2026-06-06T12:19:45+0200,2,6,6,12,18,18,94660,61975,156635,318284.89,319.9937,Candidate C,consensus,Candidate C,1,0.95457,0.947615,0.963578,0.95457,0.722222,0.689411,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_020/metadata.json,0,0,3,0,0.963578,0.952516,0.947615
low_treatment_20260606_092841_021,low,treatment,low_treatment_20260606_092841_021,completed,20260606_121948,2026-06-06T12:27:54+0200,3,9,8,16,27,25,151691,94611,246302,318284.89,485.9511,Candidate C,consensus,Candidate C,1,0.952936,0.950581,0.956945,0.952936,0.722222,0.688231,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_021/metadata.json,0,0,3,0,0.956945,0.950581,0.951283
low_treatment_20260606_092841_022,low,treatment,low_treatment_20260606_092841_022,completed,20260606_122756,2026-06-06T12:33:02+0200,2,6,6,12,18,18,94893,57576,152469,318284.89,305.6799,Candidate C,consensus,Candidate C,1,0.95313,0.948387,0.960939,0.95313,0.611111,0.582468,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_022/metadata.json,0,0,3,0,0.950064,0.948387,0.960939
low_treatment_20260606_092841_023,low,treatment,low_treatment_20260606_092841_023,completed,20260606_123305,2026-06-06T12:41:45+0200,3,9,9,18,26,27,162074,100719,262793,318284.89,519.4571,Candidate C,consensus,Candidate C,1,0.940544,0.931033,0.959384,0.940544,0.833333,0.783786,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_023/metadata.json,0,0,3,0,0.931215,0.959384,0.931033
low_treatment_20260606_092841_024,low,treatment,low_treatment_20260606_092841_024,completed,20260606_124148,2026-06-06T12:47:51+0200,2,6,8,16,18,22,113362,69257,182619,318284.89,363.3322,Candidate C,consensus,Candidate C,1,0.943486,0.934336,0.948201,0.943486,0.555556,0.524159,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_024/metadata.json,0,0,3,0,0.947922,0.934336,0.948201
low_treatment_20260606_092841_025,low,treatment,low_treatment_20260606_092841_025,completed,20260606_124754,2026-06-06T12:58:10+0200,4,12,5,10,36,22,171800,122035,293835,318284.89,616.0535,Candidate C,consensus,Candidate C,1,0.933713,0.911987,0.952737,0.933713,0.777778,0.726221,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_025/metadata.json,0,0,3,0,0.952737,0.911987,0.936414
low_treatment_20260606_092841_026,low,treatment,low_treatment_20260606_092841_026,completed,20260606_125813,2026-06-06T13:03:11+0200,2,6,5,10,17,16,91550,59055,150605,318284.89,297.1588,Candidate C,consensus,Candidate C,1,0.945241,0.939607,0.95199,0.945241,0.833333,0.787701,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_026/metadata.json,0,0,3,0,0.944126,0.939607,0.95199
low_treatment_20260606_092841_027,low,treatment,low_treatment_20260606_092841_027,completed,20260606_130313,2026-06-06T13:08:47+0200,2,6,6,12,16,18,103081,64678,167759,318284.89,333.2234,Candidate A,consensus,Candidate C,0,0.929503,0.914228,0.947035,0.929503,0.555556,0.516391,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_027/metadata.json,3,0,0,0,0.927245,0.914228,0.947035
low_treatment_20260606_092841_028,low,treatment,low_treatment_20260606_092841_028,completed,20260606_130850,2026-06-06T13:14:02+0200,2,6,6,12,18,18,96725,60387,157112,318284.89,311.7998,Candidate C,consensus,Candidate C,1,0.940359,0.932703,0.944393,0.940359,0.388889,0.365695,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_028/metadata.json,0,0,3,0,0.944393,0.94398,0.932703
low_treatment_20260606_092841_029,low,treatment,low_treatment_20260606_092841_029,completed,20260606_131405,2026-06-06T13:19:28+0200,2,6,6,12,18,18,105041,61900,166941,318284.89,323.0765,Candidate B,consensus,Candidate C,0,0.951648,0.947859,0.956003,0.951648,0.444444,0.422954,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_029/metadata.json,0,3,0,0,0.956003,0.947859,0.951083
low_treatment_20260606_092841_030,low,treatment,low_treatment_20260606_092841_030,completed,20260606_131931,2026-06-06T13:23:54+0200,2,6,2,4,18,10,76797,51882,128679,318284.89,262.6859,Candidate C,consensus,Candidate C,1,0.941262,0.935665,0.944197,0.941262,0.5,0.470631,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_030/metadata.json,0,0,3,0,0.935665,0.944197,0.943923
low_treatment_20260606_092841_031,low,treatment,low_treatment_20260606_092841_031,completed,20260606_132357,2026-06-06T13:28:37+0200,2,6,4,8,18,14,84764,51662,136426,318284.89,279.6841,Candidate C,consensus,Candidate C,1,0.953272,0.95057,0.95735,0.953272,0.666667,0.635515,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_031/metadata.json,0,0,3,0,0.95735,0.95057,0.951896
low_treatment_20260606_092841_032,low,treatment,low_treatment_20260606_092841_032,completed,20260606_132840,2026-06-06T13:33:49+0200,2,6,7,14,18,20,100010,59983,159993,318284.89,309.2356,Candidate C,consensus,Candidate C,1,0.94712,0.941509,0.95704,0.94712,0.5,0.47356,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_032/metadata.json,0,0,3,0,0.94281,0.95704,0.941509
low_treatment_20260606_092841_033,low,treatment,low_treatment_20260606_092841_033,completed,20260606_133352,2026-06-06T13:38:51+0200,2,6,5,10,18,16,95485,58394,153879,318284.89,298.7379,Candidate C,consensus,Candidate C,1,0.940053,0.93571,0.94436,0.940053,0.888889,0.835603,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_033/metadata.json,0,0,3,0,0.93571,0.940089,0.94436
low_treatment_20260606_092841_034,low,treatment,low_treatment_20260606_092841_034,completed,20260606_133854,2026-06-06T13:47:03+0200,3,9,9,18,27,27,155089,93562,248651,318284.89,489.0823,Candidate C,consensus,Candidate C,1,0.953187,0.949305,0.960262,0.953187,0.777778,0.741368,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_034/metadata.json,0,0,3,0,0.949995,0.960262,0.949305
low_treatment_20260606_092841_035,low,treatment,low_treatment_20260606_092841_035,completed,20260606_134706,2026-06-06T13:52:46+0200,2,6,5,10,17,16,96996,65716,162712,318284.89,340.2869,Candidate C,consensus,Candidate C,1,0.957255,0.953168,0.962955,0.957255,0.722222,0.691351,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_035/metadata.json,0,0,3,0,0.962955,0.953168,0.955641
low_treatment_20260606_092841_036,low,treatment,low_treatment_20260606_092841_036,completed,20260606_135250,2026-06-06T14:16:27+0200,5,15,16,32,43,47,280802,162101,442903,318284.89,1417.0509,Candidate D,max_round_majority_vote,Candidate C,0,0.940171,0.936141,0.946084,0.940171,0.5,0.470085,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_036/metadata.json,0,1,0,2,0.946084,0.936141,0.938289
low_treatment_20260606_092841_037,low,treatment,low_treatment_20260606_092841_037,completed,20260606_141630,2026-06-06T14:21:32+0200,2,6,5,10,18,16,91345,57135,148480,318284.89,302.3953,Candidate C,consensus,Candidate C,1,0.950206,0.946662,0.954411,0.950206,0.833333,0.791838,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_037/metadata.json,0,0,3,0,0.949544,0.954411,0.946662
low_treatment_20260606_092841_038,low,treatment,low_treatment_20260606_092841_038,completed,20260606_142135,2026-06-06T14:30:47+0200,3,9,10,20,27,29,174634,106982,281616,318284.89,551.5403,Candidate C,consensus,Candidate C,1,0.933618,0.923165,0.949442,0.933618,0.666667,0.622412,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_038/metadata.json,0,0,3,0,0.928248,0.949442,0.923165
low_treatment_20260606_092841_039,low,treatment,low_treatment_20260606_092841_039,completed,20260606_143050,2026-06-06T14:36:14+0200,2,6,5,10,18,16,94827,61907,156734,318284.89,323.7698,Candidate D,consensus,Candidate C,0,0.932053,0.922172,0.945682,0.932053,0.444444,0.414245,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_039/metadata.json,0,0,0,3,0.922172,0.945682,0.928306
low_treatment_20260606_092841_040,low,treatment,low_treatment_20260606_092841_040,completed,20260606_143617,2026-06-06T14:50:27+0200,5,15,19,38,43,53,298175,163124,461299,318284.89,850.2898,Candidate C,consensus,Candidate C,1,0.944484,0.942341,0.945718,0.944484,0.722222,0.682127,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_040/metadata.json,0,0,3,0,0.945718,0.942341,0.945394
low_treatment_20260606_092841_041,low,treatment,low_treatment_20260606_092841_041,completed,20260606_145030,2026-06-06T15:02:37+0200,5,15,15,30,45,45,277225,138870,416095,318284.89,726.7848,Candidate B,max_round_majority_vote,Candidate C,0,0.951376,0.949882,0.953306,0.951376,0.444444,0.422833,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_041/metadata.json,0,2,0,1,0.949882,0.953306,0.95094
low_treatment_20260606_092841_042,low,treatment,low_treatment_20260606_092841_042,completed,20260606_150240,2026-06-06T15:10:59+0200,3,9,10,20,27,29,158554,94755,253309,318284.89,499.2505,Candidate B,consensus,Candidate C,0,0.947639,0.939579,0.955539,0.947639,0.666667,0.63176,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_042/metadata.json,0,3,0,0,0.939579,0.947798,0.955539
low_treatment_20260606_092841_043,low,treatment,low_treatment_20260606_092841_043,completed,20260606_151103,2026-06-06T15:15:48+0200,2,6,5,10,17,16,93708,56128,149836,318284.89,285.3942,Candidate C,consensus,Candidate C,1,0.927433,0.913537,0.940371,0.927433,0.777778,0.721337,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_043/metadata.json,0,0,3,0,0.913537,0.928391,0.940371
low_treatment_20260606_092841_044,low,treatment,low_treatment_20260606_092841_044,completed,20260606_151551,2026-06-06T15:25:51+0200,4,12,9,18,36,30,193564,119135,312699,318284.89,599.3237,Candidate C,consensus,Candidate C,1,0.951549,0.941582,0.956644,0.951549,0.777778,0.740094,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_044/metadata.json,0,0,3,0,0.956422,0.941582,0.956644
low_treatment_20260606_092841_045,low,treatment,low_treatment_20260606_092841_045,completed,20260606_152554,2026-06-06T15:30:28+0200,2,6,4,8,18,14,85433,53745,139178,318284.89,274.5332,Candidate B,consensus,Candidate C,0,0.939843,0.931346,0.952606,0.939843,0.388889,0.365495,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_045/metadata.json,0,3,0,0,0.931346,0.935576,0.952606
low_treatment_20260606_092841_046,low,treatment,low_treatment_20260606_092841_046,completed,20260606_153031,2026-06-06T15:40:26+0200,4,12,8,16,36,28,175078,115102,290180,318284.89,594.3498,Candidate C,consensus,Candidate C,1,0.949322,0.94222,0.960515,0.949322,0.833333,0.791101,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_046/metadata.json,0,0,3,0,0.960515,0.94222,0.94523
low_treatment_20260606_092841_047,low,treatment,low_treatment_20260606_092841_047,completed,20260606_154029,2026-06-06T15:45:31+0200,2,6,5,10,18,16,90007,59364,149371,318284.89,302.6049,Candidate C,consensus,Candidate C,1,0.939563,0.91769,0.951804,0.939563,0.722222,0.678573,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_047/metadata.json,0,0,3,0,0.951804,0.949195,0.91769
low_treatment_20260606_092841_048,low,treatment,low_treatment_20260606_092841_048,completed,20260606_154534,2026-06-06T15:51:06+0200,2,6,9,18,17,24,117323,61851,179174,318284.89,331.144,Candidate C,consensus,Candidate C,1,0.949675,0.947802,0.951304,0.949675,0.722222,0.685876,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_048/metadata.json,0,0,3,0,0.947802,0.949918,0.951304
low_treatment_20260606_092841_049,low,treatment,low_treatment_20260606_092841_049,completed,20260606_155109,2026-06-06T15:56:19+0200,2,6,6,12,17,18,98472,58776,157248,318284.89,310.4292,Candidate B,consensus,Candidate C,0,0.940631,0.935947,0.948011,0.940631,0.611111,0.57483,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_049/metadata.json,0,3,0,0,0.937936,0.948011,0.935947
low_treatment_20260606_092841_050,low,treatment,low_treatment_20260606_092841_050,completed,20260606_155622,2026-06-06T16:01:34+0200,2,6,7,14,18,20,107038,61132,168170,318284.89,312.1928,Candidate A,consensus,Candidate C,0,0.929243,0.911154,0.938447,0.929243,0.611111,0.567871,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_050/metadata.json,3,0,0,0,0.938127,0.938447,0.911154
low_treatment_20260606_092841_051,low,treatment,low_treatment_20260606_092841_051,completed,20260606_160137,2026-06-06T16:11:59+0200,4,12,8,16,36,28,200655,121164,321819,318284.89,621.4755,Candidate B,consensus,Candidate C,0,0.961699,0.959992,0.962823,0.961699,0.777778,0.747988,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_051/metadata.json,0,3,0,0,0.962823,0.962281,0.959992
low_treatment_20260606_092841_052,low,treatment,low_treatment_20260606_092841_052,completed,20260606_161202,2026-06-06T16:24:36+0200,5,15,11,22,44,37,245375,149484,394859,318284.89,754.7275,Candidate C,consensus,Candidate C,1,0.947739,0.941922,0.951916,0.947739,0.888889,0.842435,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_052/metadata.json,0,0,3,0,0.941922,0.951916,0.949378
low_treatment_20260606_092841_053,low,treatment,low_treatment_20260606_092841_053,completed,20260606_162439,2026-06-06T16:32:37+0200,3,9,6,12,25,21,140122,90747,230869,318284.89,477.6375,Candidate C,consensus,Candidate C,1,0.946203,0.943801,0.950852,0.946203,0.722222,0.683369,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_053/metadata.json,0,0,3,0,0.943801,0.943955,0.950852
low_treatment_20260606_092841_054,low,treatment,low_treatment_20260606_092841_054,completed,20260606_163241,2026-06-06T16:40:50+0200,3,9,10,20,27,29,153452,92062,245514,318284.89,489.6581,Candidate C,consensus,Candidate C,1,0.953914,0.950088,0.95961,0.953914,0.722222,0.688938,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_054/metadata.json,0,0,3,0,0.95961,0.950088,0.952045
low_treatment_20260606_092841_055,low,treatment,low_treatment_20260606_092841_055,completed,20260606_164053,2026-06-06T16:46:17+0200,2,6,7,14,18,20,104496,61161,165657,318284.89,323.5337,Candidate B,consensus,Candidate C,0,0.951748,0.949062,0.955945,0.951748,0.611111,0.581624,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_055/metadata.json,0,3,0,0,0.950236,0.955945,0.949062
low_treatment_20260606_092841_056,low,treatment,low_treatment_20260606_092841_056,completed,20260606_164620,2026-06-06T16:59:18+0200,5,15,14,28,45,43,261899,151015,412914,318284.89,777.5424,Candidate C,max_round_majority_vote,Candidate C,1,0.945819,0.930922,0.953837,0.945819,0.833333,0.788182,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_056/metadata.json,0,1,2,0,0.953837,0.952699,0.930922
low_treatment_20260606_092841_057,low,treatment,low_treatment_20260606_092841_057,completed,20260606_165921,2026-06-06T17:04:53+0200,2,6,7,14,18,20,103888,63688,167576,318284.89,331.8463,Candidate C,consensus,Candidate C,1,0.95255,0.946925,0.961134,0.95255,0.833333,0.793791,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_057/metadata.json,0,0,3,0,0.961134,0.949591,0.946925
low_treatment_20260606_092841_058,low,treatment,low_treatment_20260606_092841_058,completed,20260606_170456,2026-06-06T17:10:02+0200,2,6,4,8,17,14,89181,60736,149917,318284.89,305.9691,Candidate C,consensus,Candidate C,1,0.926299,0.925402,0.92713,0.926299,0.666667,0.617533,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_058/metadata.json,0,0,3,0,0.926364,0.92713,0.925402
low_treatment_20260606_092841_059,low,treatment,low_treatment_20260606_092841_059,completed,20260606_171005,2026-06-06T17:15:36+0200,2,6,5,10,18,16,93603,64223,157826,318284.89,331.3382,Candidate C,consensus,Candidate C,1,0.92602,0.904467,0.937881,0.92602,0.777778,0.720238,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_059/metadata.json,0,0,3,0,0.935712,0.904467,0.937881
low_treatment_20260606_092841_060,low,treatment,low_treatment_20260606_092841_060,completed,20260606_171539,2026-06-06T17:20:55+0200,2,6,8,16,18,22,113974,61039,175013,318284.89,315.5124,Candidate B,consensus,Candidate C,0,0.952747,0.944839,0.964129,0.952747,0.444444,0.423443,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260606_092841_060/metadata.json,0,3,0,0,0.964129,0.944839,0.949272
