run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_emily_brooks_james_carter,similarity_emily_brooks_sarah_mitchell,similarity_james_carter_sarah_mitchell
low_treatment_20260602_165012_011,low,treatment,low_treatment_20260602_165012_011,completed,20260602_181753,2026-06-02T18:24:53+0200,4,11,10,20,36,31,149865,74844,224709,322704.23,419.6967,Candidate B,consensus,Candidate C,0,0.943199,0.935034,0.956043,0.943199,0.333333,0.314399,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_011/metadata.json,0,3,0,0,0.938519,0.935034,0.956043
low_treatment_20260602_165012_012,low,treatment,low_treatment_20260602_165012_012,completed,20260602_182456,2026-06-02T18:32:48+0200,5,15,10,20,45,35,176714,85754,262468,322704.23,471.8685,Candidate C,max_round_majority_vote,Candidate C,1,0.937619,0.934704,0.942358,0.937619,0.388889,0.36463,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_012/metadata.json,0,1,2,0,0.935795,0.934704,0.942358
low_treatment_20260602_165012_013,low,treatment,low_treatment_20260602_165012_013,completed,20260602_183251,2026-06-02T18:37:56+0200,3,9,6,12,27,21,105154,55126,160280,322704.23,305.1078,Candidate C,consensus,Candidate C,1,0.931225,0.922035,0.939285,0.931225,0.388889,0.362143,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_013/metadata.json,0,0,3,0,0.939285,0.922035,0.932356
low_treatment_20260602_165012_014,low,treatment,low_treatment_20260602_165012_014,completed,20260602_183759,2026-06-02T18:45:47+0200,4,12,18,36,36,48,182639,83065,265704,322704.23,467.528,Candidate C,consensus,Candidate C,1,0.948749,0.941975,0.957086,0.948749,0.388889,0.368958,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_014/metadata.json,0,0,3,0,0.947187,0.957086,0.941975
low_treatment_20260602_165012_015,low,treatment,low_treatment_20260602_165012_015,completed,20260602_184550,2026-06-02T18:56:11+0200,5,15,13,26,45,41,209165,103430,312595,322704.23,621.2113,Candidate C,max_round_majority_vote,Candidate C,1,0.919278,0.906671,0.933625,0.919278,0.333333,0.306426,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_015/metadata.json,0,1,2,0,0.933625,0.906671,0.917537
low_treatment_20260602_165012_016,low,treatment,low_treatment_20260602_165012_016,completed,20260602_185614,2026-06-02T19:03:23+0200,4,12,12,24,36,36,161273,75065,236338,322704.23,429.6042,Candidate C,consensus,Candidate C,1,0.950441,0.945759,0.952871,0.950441,0.388889,0.369616,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_016/metadata.json,0,0,3,0,0.952871,0.952694,0.945759
low_treatment_20260602_165012_017,low,treatment,low_treatment_20260602_165012_017,completed,20260602_190326,2026-06-02T19:11:39+0200,5,15,11,22,44,37,186240,89081,275321,322704.23,492.2625,,max_round_no_majority,Candidate C,0,0.934798,0.932474,0.93703,0.934798,0.333333,0.311599,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_017/metadata.json,0,1,1,1,0.93489,0.93703,0.932474
low_treatment_20260602_165012_018,low,treatment,low_treatment_20260602_165012_018,completed,20260602_191142,2026-06-02T19:21:45+0200,5,15,22,44,45,59,232537,106098,338635,322704.23,603.4616,Candidate C,max_round_majority_vote,Candidate C,1,0.926871,0.905179,0.954777,0.926871,0.388889,0.36045,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_018/metadata.json,0,0,2,1,0.954777,0.920658,0.905179
low_treatment_20260602_165012_019,low,treatment,low_treatment_20260602_165012_019,completed,20260602_192148,2026-06-02T19:27:04+0200,3,9,9,18,27,27,118557,56135,174692,322704.23,315.6552,Candidate B,consensus,Candidate C,0,0.932431,0.922649,0.941753,0.932431,0.388889,0.362612,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_019/metadata.json,0,3,0,0,0.941753,0.922649,0.93289
low_treatment_20260602_165012_020,low,treatment,low_treatment_20260602_165012_020,completed,20260602_192707,2026-06-02T19:35:51+0200,5,15,17,34,45,49,215285,92557,307842,322704.23,524.0519,Candidate C,max_round_majority_vote,Candidate C,1,0.927357,0.923406,0.930883,0.927357,0.388889,0.360639,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_020/metadata.json,0,1,2,0,0.927781,0.923406,0.930883
low_treatment_20260602_165012_021,low,treatment,low_treatment_20260602_165012_021,completed,20260602_193554,2026-06-02T19:39:20+0200,2,6,7,14,18,20,84547,36613,121160,322704.23,206.3132,Candidate C,consensus,Candidate C,1,0.922269,0.908974,0.93045,0.922269,0.333333,0.307423,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_021/metadata.json,0,0,3,0,0.908974,0.93045,0.927383
low_treatment_20260602_165012_022,low,treatment,low_treatment_20260602_165012_022,completed,20260602_193923,2026-06-02T19:47:32+0200,5,14,13,26,45,40,190594,87182,277776,322704.23,488.9466,,max_round_no_majority,Candidate C,0,0.942,0.927424,0.95312,0.942,0.333333,0.314,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_022/metadata.json,0,1,0,1,0.927424,0.95312,0.945457
low_treatment_20260602_165012_023,low,treatment,low_treatment_20260602_165012_023,completed,20260602_194735,2026-06-02T19:54:52+0200,4,12,10,20,36,32,154147,77165,231312,322704.23,437.7271,Candidate C,consensus,Candidate C,1,0.944279,0.933927,0.950891,0.944279,0.388889,0.36722,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_023/metadata.json,0,0,3,0,0.933927,0.950891,0.948018
low_treatment_20260602_165012_024,low,treatment,low_treatment_20260602_165012_024,completed,20260602_195456,2026-06-02T20:02:56+0200,5,15,8,16,45,31,168734,87454,256188,322704.23,480.1438,Candidate C,consensus,Candidate C,1,0.940622,0.931259,0.945498,0.940622,0.388889,0.365798,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_024/metadata.json,0,0,3,0,0.931259,0.945498,0.945109
low_treatment_20260602_165012_025,low,treatment,low_treatment_20260602_165012_025,completed,20260602_200259,2026-06-02T20:08:07+0200,3,9,6,12,27,21,109112,56463,165575,322704.23,308.2573,Candidate C,consensus,Candidate C,1,0.937127,0.92926,0.945865,0.937127,0.444444,0.4165,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_025/metadata.json,0,0,3,0,0.936256,0.92926,0.945865
low_treatment_20260602_165012_026,low,treatment,low_treatment_20260602_165012_026,completed,20260602_200810,2026-06-02T20:16:32+0200,5,15,9,18,45,33,174082,88938,263020,322704.23,501.3751,,max_round_no_majority,Candidate C,0,0.943473,0.935172,0.948401,0.943473,0.333333,0.314491,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_026/metadata.json,1,0,1,1,0.935172,0.948401,0.946847
low_treatment_20260602_165012_027,low,treatment,low_treatment_20260602_165012_027,completed,20260602_201635,2026-06-02T20:20:37+0200,2,6,8,16,18,22,90112,41517,131629,322704.23,242.0707,Candidate C,consensus,Candidate C,1,0.929766,0.919597,0.934874,0.929766,0.388889,0.361576,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_027/metadata.json,0,0,3,0,0.934828,0.934874,0.919597
low_treatment_20260602_165012_028,low,treatment,low_treatment_20260602_165012_028,completed,20260602_202040,2026-06-02T20:29:27+0200,5,15,15,30,45,45,202885,92852,295737,322704.23,527.4265,Candidate C,consensus,Candidate C,1,0.943947,0.942124,0.946769,0.943947,0.444444,0.419532,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_028/metadata.json,0,0,3,0,0.946769,0.942948,0.942124
low_treatment_20260602_165012_029,low,treatment,low_treatment_20260602_165012_029,completed,20260602_202930,2026-06-02T20:38:15+0200,5,15,15,30,45,45,199307,92374,291681,322704.23,524.8535,Candidate C,max_round_majority_vote,Candidate C,1,0.937116,0.923446,0.947492,0.937116,0.388889,0.364434,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_029/metadata.json,0,1,2,0,0.947492,0.940409,0.923446
low_treatment_20260602_165012_030,low,treatment,low_treatment_20260602_165012_030,completed,20260602_203818,2026-06-02T20:53:55+0200,5,15,14,28,45,43,240573,135537,376110,322704.23,937.5178,,max_round_no_majority,Candidate C,0,0.935878,0.922179,0.94725,0.935878,0.388889,0.363953,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_030/metadata.json,1,1,1,0,0.922179,0.938206,0.94725
low_treatment_20260602_165012_031,low,treatment,low_treatment_20260602_165012_031,completed,20260602_205358,2026-06-02T21:03:17+0200,5,15,16,32,45,47,208286,99414,307700,322704.23,559.0464,Candidate C,max_round_majority_vote,Candidate C,1,0.946943,0.939262,0.956787,0.946943,0.444444,0.420863,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_031/metadata.json,0,1,2,0,0.956787,0.939262,0.94478
low_treatment_20260602_165012_032,low,treatment,low_treatment_20260602_165012_032,completed,20260602_210320,2026-06-02T21:11:43+0200,5,15,16,32,45,47,208174,89751,297925,322704.23,502.8749,Candidate B,max_round_majority_vote,Candidate C,0,0.947769,0.944463,0.951027,0.947769,0.388889,0.368577,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_032/metadata.json,1,2,0,0,0.947817,0.944463,0.951027
low_treatment_20260602_165012_033,low,treatment,low_treatment_20260602_165012_033,completed,20260602_211146,2026-06-02T21:17:21+0200,3,9,11,22,27,31,129354,59144,188498,322704.23,334.6429,Candidate C,consensus,Candidate C,1,0.943076,0.937091,0.949582,0.943076,0.388889,0.366752,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_033/metadata.json,0,0,3,0,0.942554,0.937091,0.949582
low_treatment_20260602_165012_034,low,treatment,low_treatment_20260602_165012_034,completed,20260602_211724,2026-06-02T21:24:30+0200,4,12,11,22,36,34,161207,74848,236055,322704.23,426.8724,Candidate C,consensus,Candidate C,1,0.91994,0.903759,0.938604,0.91994,0.388889,0.357755,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_034/metadata.json,0,0,3,0,0.903759,0.938604,0.917458
low_treatment_20260602_165012_035,low,treatment,low_treatment_20260602_165012_035,completed,20260602_212433,2026-06-02T21:33:21+0200,5,15,11,22,45,37,180880,94054,274934,322704.23,527.4514,Candidate C,max_round_majority_vote,Candidate C,1,0.93403,0.927547,0.940768,0.93403,0.388889,0.363234,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_035/metadata.json,1,0,2,0,0.927547,0.940768,0.933774
low_treatment_20260602_165012_036,low,treatment,low_treatment_20260602_165012_036,completed,20260602_213324,2026-06-02T21:37:00+0200,2,6,4,8,18,14,72728,38920,111648,322704.23,216.5166,Candidate B,consensus,Candidate C,0,0.936852,0.930201,0.948251,0.936852,0.388889,0.364331,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_036/metadata.json,0,3,0,0,0.930201,0.948251,0.932104
low_treatment_20260602_165012_037,low,treatment,low_treatment_20260602_165012_037,completed,20260602_213704,2026-06-02T21:42:05+0200,3,9,8,16,27,25,113469,54404,167873,322704.23,301.8935,Candidate C,consensus,Candidate C,1,0.935013,0.927663,0.940129,0.935013,0.388889,0.363616,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_037/metadata.json,0,0,3,0,0.927663,0.940129,0.937247
low_treatment_20260602_165012_038,low,treatment,low_treatment_20260602_165012_038,completed,20260602_214209,2026-06-02T21:47:57+0200,3,9,7,14,27,23,116454,60891,177345,322704.23,348.3189,Candidate C,consensus,Candidate C,1,0.936673,0.927653,0.943746,0.936673,0.388889,0.364262,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_038/metadata.json,0,0,3,0,0.927653,0.938619,0.943746
low_treatment_20260602_165012_039,low,treatment,low_treatment_20260602_165012_039,completed,20260602_214800,2026-06-02T21:53:30+0200,3,9,10,20,27,29,127146,59168,186314,322704.23,330.4648,Candidate C,consensus,Candidate C,1,0.933268,0.925973,0.945822,0.933268,0.444444,0.414785,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_039/metadata.json,0,0,3,0,0.92801,0.925973,0.945822
low_treatment_20260602_165012_040,low,treatment,low_treatment_20260602_165012_040,completed,20260602_215333,2026-06-02T22:02:50+0200,5,15,11,22,45,37,193850,98839,292689,322704.23,556.3106,Candidate A,max_round_majority_vote,Candidate C,0,0.923151,0.919959,0.925833,0.923151,0.388889,0.359003,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_040/metadata.json,2,1,0,0,0.923662,0.925833,0.919959
low_treatment_20260602_165012_041,low,treatment,low_treatment_20260602_165012_041,completed,20260602_220253,2026-06-02T22:10:24+0200,5,15,4,8,45,23,153490,83218,236708,322704.23,451.682,Candidate C,max_round_majority_vote,Candidate C,1,0.92312,0.894712,0.950147,0.92312,0.388889,0.358991,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_041/metadata.json,0,1,2,0,0.894712,0.924501,0.950147
low_treatment_20260602_165012_042,low,treatment,low_treatment_20260602_165012_042,completed,20260602_221027,2026-06-02T22:17:43+0200,4,12,12,24,36,36,160630,76595,237225,322704.23,435.9362,Candidate C,consensus,Candidate C,1,0.933841,0.926527,0.945072,0.933841,0.444444,0.41504,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_042/metadata.json,0,0,3,0,0.929923,0.945072,0.926527
low_treatment_20260602_165012_043,low,treatment,low_treatment_20260602_165012_043,completed,20260602_221746,2026-06-02T22:25:48+0200,5,15,6,12,45,27,163199,88369,251568,322704.23,482.0656,Candidate C,max_round_majority_vote,Candidate C,1,0.925582,0.919145,0.934,0.925582,0.388889,0.359949,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_043/metadata.json,0,1,2,0,0.934,0.919145,0.923601
low_treatment_20260602_165012_044,low,treatment,low_treatment_20260602_165012_044,completed,20260602_222551,2026-06-02T22:33:58+0200,5,15,11,22,45,37,182238,87847,270085,322704.23,486.337,Candidate C,max_round_majority_vote,Candidate C,1,0.943765,0.935766,0.949671,0.943765,0.388889,0.36702,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_044/metadata.json,0,1,2,0,0.935766,0.945859,0.949671
low_treatment_20260602_165012_045,low,treatment,low_treatment_20260602_165012_045,completed,20260602_223401,2026-06-02T22:42:26+0200,5,15,6,12,45,27,166735,92188,258923,322704.23,505.1953,,max_round_no_majority,Candidate C,0,0.922664,0.911778,0.929029,0.922664,0.444444,0.410072,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_045/metadata.json,0,1,1,1,0.929029,0.927185,0.911778
low_treatment_20260602_165012_046,low,treatment,low_treatment_20260602_165012_046,completed,20260602_224229,2026-06-02T22:50:24+0200,5,15,8,16,45,31,174052,83467,257519,322704.23,475.4548,Candidate B,max_round_majority_vote,Candidate C,0,0.930692,0.928781,0.933194,0.930692,0.333333,0.31023,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_046/metadata.json,1,2,0,0,0.933194,0.928781,0.9301
low_treatment_20260602_165012_047,low,treatment,low_treatment_20260602_165012_047,completed,20260602_225027,2026-06-02T22:59:40+0200,5,15,15,30,45,45,207102,97947,305049,322704.23,552.5086,Candidate C,consensus,Candidate C,1,0.921773,0.911556,0.931191,0.921773,0.388889,0.358467,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_047/metadata.json,0,0,3,0,0.911556,0.922571,0.931191
low_treatment_20260602_165012_048,low,treatment,low_treatment_20260602_165012_048,completed,20260602_225942,2026-06-02T23:08:45+0200,5,15,16,32,44,47,205543,95497,301040,322704.23,542.8219,,max_round_no_majority,Candidate C,0,0.943476,0.937434,0.950621,0.943476,0.388889,0.366907,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_048/metadata.json,1,1,1,0,0.942372,0.950621,0.937434
low_treatment_20260602_165012_049,low,treatment,low_treatment_20260602_165012_049,completed,20260602_230848,2026-06-02T23:17:29+0200,5,15,10,20,45,35,186452,93911,280363,322704.23,521.1091,Candidate C,max_round_majority_vote,Candidate C,1,0.936843,0.923484,0.944479,0.936843,0.388889,0.364328,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_049/metadata.json,0,1,2,0,0.942567,0.944479,0.923484
low_treatment_20260602_165012_050,low,treatment,low_treatment_20260602_165012_050,completed,20260602_231732,2026-06-02T23:25:57+0200,5,15,9,18,45,33,177229,90864,268093,322704.23,504.7459,,max_round_no_majority,Candidate C,0,0.925634,0.91242,0.946992,0.925634,0.444444,0.411392,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_050/metadata.json,1,1,1,0,0.91242,0.946992,0.91749
low_treatment_20260602_165012_051,low,treatment,low_treatment_20260602_165012_051,completed,20260602_232600,2026-06-02T23:33:57+0200,5,15,10,20,45,35,181614,84294,265908,322704.23,477.3722,Candidate C,max_round_majority_vote,Candidate C,1,0.918761,0.909115,0.924066,0.918761,0.388889,0.357296,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_051/metadata.json,0,1,2,0,0.924066,0.909115,0.923102
low_treatment_20260602_165012_052,low,treatment,low_treatment_20260602_165012_052,completed,20260602_233400,2026-06-02T23:37:24+0200,2,6,3,6,18,12,67481,37648,105129,322704.23,203.9217,Candidate B,consensus,Candidate C,0,0.90495,0.886534,0.92841,0.90495,0.333333,0.30165,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_052/metadata.json,0,3,0,0,0.886534,0.92841,0.899907
low_treatment_20260602_165012_053,low,treatment,low_treatment_20260602_165012_053,completed,20260602_233727,2026-06-02T23:41:04+0200,2,6,5,10,18,16,73841,37756,111597,322704.23,216.96,Candidate C,consensus,Candidate C,1,0.942747,0.935589,0.953306,0.942747,0.444444,0.418998,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_053/metadata.json,0,0,3,0,0.935589,0.953306,0.939347
low_treatment_20260602_165012_054,low,treatment,low_treatment_20260602_165012_054,completed,20260602_234107,2026-06-02T23:49:40+0200,5,15,14,28,44,43,197717,90885,288602,322704.23,512.8197,Candidate C,max_round_majority_vote,Candidate C,1,0.93985,0.934272,0.944927,0.93985,0.444444,0.417711,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_054/metadata.json,0,1,2,0,0.934272,0.944927,0.940351
low_treatment_20260602_165012_055,low,treatment,low_treatment_20260602_165012_055,completed,20260602_234943,2026-06-02T23:53:16+0200,2,6,5,10,18,16,76548,37955,114503,322704.23,213.0027,Candidate C,consensus,Candidate C,1,0.932384,0.927108,0.941935,0.932384,0.444444,0.414392,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_055/metadata.json,0,0,3,0,0.941935,0.92811,0.927108
low_treatment_20260602_165012_056,low,treatment,low_treatment_20260602_165012_056,completed,20260602_235319,2026-06-03T00:00:11+0200,4,12,10,20,36,32,147797,73691,221488,322704.23,412.5834,Candidate C,consensus,Candidate C,1,0.946425,0.933237,0.962819,0.946425,0.333333,0.315475,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_056/metadata.json,0,0,3,0,0.933237,0.962819,0.943219
low_treatment_20260602_165012_057,low,treatment,low_treatment_20260602_165012_057,completed,20260603_000015,2026-06-03T00:10:18+0200,5,15,19,38,45,53,226681,104195,330876,322704.23,603.2994,Candidate C,consensus,Candidate C,1,0.930757,0.923174,0.941815,0.930757,0.444444,0.413669,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_057/metadata.json,0,0,3,0,0.941815,0.927281,0.923174
low_treatment_20260602_165012_058,low,treatment,low_treatment_20260602_165012_058,completed,20260603_001021,2026-06-03T00:17:16+0200,4,12,11,22,36,34,158620,74068,232688,322704.23,414.8869,Candidate C,consensus,Candidate C,1,0.945468,0.932727,0.955569,0.945468,0.388889,0.367682,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_058/metadata.json,0,0,3,0,0.932727,0.955569,0.948109
low_treatment_20260602_165012_059,low,treatment,low_treatment_20260602_165012_059,completed,20260603_001719,2026-06-03T00:25:21+0200,5,15,5,10,44,25,159505,87575,247080,322704.23,482.6121,Candidate C,max_round_majority_vote,Candidate C,1,0.933368,0.929451,0.936723,0.933368,0.333333,0.311122,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_059/metadata.json,0,1,2,0,0.929451,0.93393,0.936723
