run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,team_process_score,team_process_communication,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
low_treatment_20260616_081405_011,,,low,treatment,low_treatment_011,completed,20260616_092633,2026-06-16T09:36:56+0200,4,12,8,16,36,28,194608,115101,309709,623.0167,Candidate C,consensus,Candidate C,1,0.526515,0.416667,0.636364,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_011/metadata.json,0,0,3,0
low_treatment_20260616_081405_012,,,low,treatment,low_treatment_012,completed,20260616_093659,2026-06-16T09:46:23+0200,4,12,6,12,36,24,169687,106054,275741,564.6256,Candidate C,consensus,Candidate C,1,0.484848,0.333333,0.636364,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_012/metadata.json,0,0,3,0
low_treatment_20260616_081405_013,,,low,treatment,low_treatment_013,completed,20260616_094626,2026-06-16T10:04:30+0200,3,9,9,18,27,27,164466,92477,256943,1083.7706,Candidate C,consensus,Candidate C,1,0.520833,0.291667,0.75,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_013/metadata.json,0,0,3,0
low_treatment_20260616_081405_014,,,low,treatment,low_treatment_014,completed,20260616_100433,2026-06-16T10:10:14+0200,2,6,6,12,18,18,100061,62821,162882,340.7762,Candidate C,consensus,Candidate C,1,0.4625,0.125,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_014/metadata.json,0,0,3,0
low_treatment_20260616_081405_015,,,low,treatment,low_treatment_015,completed,20260616_101016,2026-06-16T10:15:20+0200,2,6,6,12,18,18,96665,56061,152726,303.7586,Candidate B,consensus,Candidate C,0,0.320833,0.041667,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_015/metadata.json,0,3,0,0
low_treatment_20260616_081405_016,,,low,treatment,low_treatment_016,completed,20260616_101523,2026-06-16T10:28:01+0200,5,15,10,20,43,35,245058,140878,385936,758.2947,Candidate B,max_round_majority_vote,Candidate C,0,0.380952,0.333333,0.428571,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_016/metadata.json,0,2,1,0
low_treatment_20260616_081405_017,,,low,treatment,low_treatment_017,completed,20260616_102805,2026-06-16T10:36:19+0200,3,9,12,24,27,33,177403,90507,267910,494.3448,Candidate C,consensus,Candidate C,1,0.3125,0.25,0.375,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_017/metadata.json,0,0,3,0
low_treatment_20260616_081405_018,,,low,treatment,low_treatment_018,completed,20260616_103622,2026-06-16T10:44:04+0200,3,9,9,18,26,27,152052,85823,237875,461.7783,Candidate C,consensus,Candidate C,1,0.229167,0.083333,0.375,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_018/metadata.json,0,0,3,0
low_treatment_20260616_081405_019,,,low,treatment,low_treatment_019,completed,20260616_104407,2026-06-16T10:48:50+0200,2,6,4,8,18,14,86827,53055,139882,283.5198,Candidate C,consensus,Candidate C,1,0.583333,0.166667,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_019/metadata.json,0,0,3,0
low_treatment_20260616_081405_020,,,low,treatment,low_treatment_020,completed,20260616_104853,2026-06-16T10:54:13+0200,2,6,3,6,18,12,80835,58288,139123,319.927,Candidate B,consensus,Candidate C,0,0.420833,0.041667,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_020/metadata.json,0,3,0,0
low_treatment_20260616_081405_021,,,low,treatment,low_treatment_021,completed,20260616_105416,2026-06-16T11:01:31+0200,3,9,8,16,27,25,147133,80325,227458,435.1349,Candidate C,consensus,Candidate C,1,0.479167,0.208333,0.75,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_021/metadata.json,0,0,3,0
low_treatment_20260616_081405_022,,,low,treatment,low_treatment_022,completed,20260616_110134,2026-06-16T11:08:57+0200,3,9,6,12,24,21,136279,80715,216994,443.31,Candidate C,consensus,Candidate C,1,0.4375,0.25,0.625,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_022/metadata.json,0,0,3,0
low_treatment_20260616_081405_023,,,low,treatment,low_treatment_023,completed,20260616_110900,2026-06-16T11:23:00+0200,5,15,16,32,44,47,285191,152365,437556,839.2158,Candidate B,consensus,Candidate C,0,0.544643,0.375,0.714286,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_023/metadata.json,0,3,0,0
low_treatment_20260616_081405_024,,,low,treatment,low_treatment_024,completed,20260616_112303,2026-06-16T11:27:51+0200,2,6,5,10,18,16,100194,54400,154594,288.07,Candidate B,consensus,Candidate C,0,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_024/metadata.json,0,3,0,0
low_treatment_20260616_081405_025,,,low,treatment,low_treatment_025,completed,20260616_112754,2026-06-16T11:35:55+0200,3,9,5,10,26,19,132053,86799,218852,480.7668,Candidate C,consensus,Candidate C,1,0.541667,0.333333,0.75,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_025/metadata.json,0,0,3,0
low_treatment_20260616_081405_026,,,low,treatment,low_treatment_026,completed,20260616_113558,2026-06-16T11:41:26+0200,2,6,5,10,18,16,92672,60831,153503,327.913,Candidate C,consensus,Candidate C,1,0.583333,0.166667,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_026/metadata.json,0,0,3,0
low_treatment_20260616_081405_027,,,low,treatment,low_treatment_027,completed,20260616_114129,2026-06-16T11:46:26+0200,2,6,5,10,18,16,97591,55002,152593,297.7527,Candidate B,consensus,Candidate C,0,0.5625,0.125,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_027/metadata.json,0,3,0,0
low_treatment_20260616_081405_028,,,low,treatment,low_treatment_028,completed,20260616_114629,2026-06-16T11:52:02+0200,2,6,6,12,18,18,99230,61700,160930,333.2329,Candidate C,consensus,Candidate C,1,0.525,0.25,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_028/metadata.json,0,0,3,0
low_treatment_20260616_081405_029,,,low,treatment,low_treatment_029,completed,20260616_115205,2026-06-16T11:59:51+0200,3,9,10,20,27,29,159915,85519,245434,466.1326,Candidate C,consensus,Candidate C,1,0.375,0.25,0.5,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_029/metadata.json,0,0,3,0
low_treatment_20260616_081405_030,,,low,treatment,low_treatment_030,completed,20260616_115954,2026-06-16T12:05:05+0200,2,6,5,10,18,16,93043,57945,150988,310.2408,Candidate C,consensus,Candidate C,1,0.383333,0.166667,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_030/metadata.json,0,0,3,0
low_treatment_20260616_081405_031,,,low,treatment,low_treatment_031,completed,20260616_120508,2026-06-16T12:11:14+0200,2,6,8,16,18,22,115900,67605,183505,366.6168,Candidate C,consensus,Candidate C,1,0.404167,0.208333,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_031/metadata.json,0,0,3,0
low_treatment_20260616_081405_032,,,low,treatment,low_treatment_032,completed,20260616_121117,2026-06-16T12:19:11+0200,3,9,12,24,24,33,173729,85986,259715,473.6558,Candidate C,consensus,Candidate C,1,0.354167,0.333333,0.375,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_032/metadata.json,0,0,3,0
low_treatment_20260616_081405_033,,,low,treatment,low_treatment_033,completed,20260616_121914,2026-06-16T12:26:46+0200,3,9,8,16,25,25,143823,83970,227793,452.5842,Candidate C,consensus,Candidate C,1,0.520833,0.416667,0.625,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_033/metadata.json,0,0,3,0
low_treatment_20260616_081405_034,,,low,treatment,low_treatment_034,completed,20260616_122650,2026-06-16T12:32:03+0200,2,6,5,10,18,16,94363,57443,151806,312.8496,Candidate C,consensus,Candidate C,1,0.325,0.25,0.4,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_034/metadata.json,0,0,3,0
low_treatment_20260616_081405_035,,,low,treatment,low_treatment_035,completed,20260616_123206,2026-06-16T12:37:13+0200,2,6,7,14,17,20,105655,57780,163435,307.136,Candidate C,consensus,Candidate C,1,0.445833,0.291667,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_035/metadata.json,0,0,3,0
low_treatment_20260616_081405_036,,,low,treatment,low_treatment_036,completed,20260616_123716,2026-06-16T12:42:49+0200,2,6,6,12,18,18,99640,62880,162520,333.0102,Candidate C,consensus,Candidate C,1,0.545833,0.291667,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_036/metadata.json,0,0,3,0
low_treatment_20260616_081405_037,,,low,treatment,low_treatment_037,completed,20260616_124252,2026-06-16T12:47:58+0200,2,6,4,8,17,14,86532,57273,143805,305.8955,Candidate C,consensus,Candidate C,1,0.483333,0.166667,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_037/metadata.json,0,0,3,0
low_treatment_20260616_081405_038,,,low,treatment,low_treatment_038,completed,20260616_124801,2026-06-16T12:53:23+0200,2,6,6,12,18,18,101902,59730,161632,322.671,Candidate C,consensus,Candidate C,1,0.425,0.25,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_038/metadata.json,0,0,3,0
low_treatment_20260616_081405_039,,,low,treatment,low_treatment_039,completed,20260616_125327,2026-06-16T13:06:48+0200,5,14,13,26,45,40,254141,148542,402683,801.6843,Candidate B,consensus,Candidate C,0,0.491987,0.291667,0.692308,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_039/metadata.json,0,3,0,0
low_treatment_20260616_081405_040,,,low,treatment,low_treatment_040,completed,20260616_130651,2026-06-16T13:14:02+0200,3,9,4,8,27,17,120375,80768,201143,430.5157,Candidate C,consensus,Candidate C,1,0.479167,0.333333,0.625,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_040/metadata.json,0,0,3,0
low_treatment_20260616_081405_041,,,low,treatment,low_treatment_041,completed,20260616_131405,2026-06-16T13:18:57+0200,2,6,5,10,18,16,92150,54840,146990,291.8285,Candidate B,consensus,Candidate C,0,0.245833,0.291667,0.2,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_041/metadata.json,0,3,0,0
low_treatment_20260616_081405_042,,,low,treatment,low_treatment_042,completed,20260616_131900,2026-06-16T13:23:39+0200,2,6,2,4,18,10,74923,52756,127679,279.264,Candidate A,consensus,Candidate C,0,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_042/metadata.json,3,0,0,0
low_treatment_20260616_081405_043,,,low,treatment,low_treatment_043,completed,20260616_132342,2026-06-16T13:28:31+0200,2,6,5,10,17,16,97325,53736,151061,288.4766,Candidate B,consensus,Candidate C,0,0.483333,0.166667,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_043/metadata.json,0,3,0,0
low_treatment_20260616_081405_044,,,low,treatment,low_treatment_044,completed,20260616_132834,2026-06-16T13:40:47+0200,5,15,9,18,44,33,230282,135939,366221,733.826,Candidate C,max_round_majority_vote,Candidate C,1,0.21131,0.208333,0.214286,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_044/metadata.json,1,0,2,0
low_treatment_20260616_081405_045,,,low,treatment,low_treatment_045,completed,20260616_134050,2026-06-16T13:46:03+0200,2,6,4,8,17,14,89349,59029,148378,312.969,Candidate C,consensus,Candidate C,1,0.4625,0.125,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_045/metadata.json,0,0,3,0
low_treatment_20260616_081405_046,,,low,treatment,low_treatment_046,completed,20260616_134606,2026-06-16T13:51:00+0200,2,6,3,6,18,12,83807,55380,139187,293.0325,Candidate C,consensus,Candidate C,1,0.341667,0.083333,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_046/metadata.json,0,0,3,0
low_treatment_20260616_081405_047,,,low,treatment,low_treatment_047,completed,20260616_135102,2026-06-16T13:56:41+0200,2,6,8,16,17,22,109040,61996,171036,338.6182,Candidate C,consensus,Candidate C,1,0.504167,0.208333,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_047/metadata.json,0,0,3,0
low_treatment_20260616_081405_048,,,low,treatment,low_treatment_048,completed,20260616_135644,2026-06-16T14:07:37+0200,4,12,14,28,36,40,219830,120598,340428,653.5403,Candidate B,consensus,Candidate C,0,0.488636,0.25,0.727273,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_048/metadata.json,0,3,0,0
low_treatment_20260616_081405_049,,,low,treatment,low_treatment_049,completed,20260616_140740,2026-06-16T14:18:19+0200,4,12,8,16,35,28,184427,116746,301173,638.0879,Candidate C,consensus,Candidate C,1,0.592803,0.458333,0.727273,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_049/metadata.json,0,0,3,0
low_treatment_20260616_081405_050,,,low,treatment,low_treatment_050,completed,20260616_141822,2026-06-16T14:25:33+0200,3,9,7,14,21,23,134945,81154,216099,431.7312,Candidate C,consensus,Candidate C,1,0.458333,0.166667,0.75,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_050/metadata.json,0,0,3,0
low_treatment_20260616_081405_051,,,low,treatment,low_treatment_051,completed,20260616_142537,2026-06-16T14:36:19+0200,4,12,11,22,33,34,208149,119803,327952,642.3221,Candidate C,consensus,Candidate C,1,0.348485,0.333333,0.363636,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_051/metadata.json,0,0,3,0
low_treatment_20260616_081405_052,,,low,treatment,low_treatment_052,completed,20260616_143623,2026-06-16T14:44:16+0200,3,9,8,16,27,25,148754,88113,236867,473.7892,Candidate C,consensus,Candidate C,1,0.541667,0.458333,0.625,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_052/metadata.json,0,0,3,0
low_treatment_20260616_081405_053,,,low,treatment,low_treatment_053,completed,20260616_144419,2026-06-16T14:49:30+0200,2,6,5,10,18,16,97664,58133,155797,310.9113,Candidate B,consensus,Candidate C,0,0.420833,0.041667,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_053/metadata.json,0,3,0,0
low_treatment_20260616_081405_054,,,low,treatment,low_treatment_054,completed,20260616_144933,2026-06-16T14:58:25+0200,3,8,12,24,27,32,169623,96556,266179,531.8289,Candidate C,consensus,Candidate C,1,0.532738,0.208333,0.857143,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_054/metadata.json,0,0,3,0
low_treatment_20260616_081405_055,,,low,treatment,low_treatment_055,completed,20260616_145828,2026-06-16T15:12:52+0200,5,15,13,26,43,41,273024,161318,434342,864.5161,Candidate C,consensus,Candidate C,1,0.422619,0.416667,0.428571,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_055/metadata.json,0,0,3,0
low_treatment_20260616_081405_056,,,low,treatment,low_treatment_056,completed,20260616_151255,2026-06-16T15:18:19+0200,2,6,6,12,16,18,100292,60590,160882,323.6249,Candidate B,consensus,Candidate C,0,0.220833,0.041667,0.4,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_056/metadata.json,0,3,0,0
low_treatment_20260616_081405_057,,,low,treatment,low_treatment_057,completed,20260616_151822,2026-06-16T15:27:29+0200,4,12,6,12,35,24,171272,103268,274540,546.8931,Candidate C,consensus,Candidate C,1,0.464015,0.291667,0.636364,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_057/metadata.json,0,0,3,0
low_treatment_20260616_081405_058,,,low,treatment,low_treatment_058,completed,20260616_152732,2026-06-16T15:32:36+0200,2,6,5,10,16,16,94306,56763,151069,304.7201,Candidate C,consensus,Candidate C,1,0.625,0.25,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_058/metadata.json,0,0,3,0
low_treatment_20260616_081405_059,,,low,treatment,low_treatment_059,completed,20260616_153240,2026-06-16T15:45:57+0200,5,15,11,22,44,37,255712,148225,403937,796.8308,Candidate C,max_round_majority_vote,Candidate C,1,0.380952,0.333333,0.428571,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_059/metadata.json,0,1,2,0
low_treatment_20260616_081405_060,,,low,treatment,low_treatment_060,completed,20260616_154600,2026-06-16T15:54:12+0200,3,9,10,20,27,29,160320,89836,250156,491.907,Candidate C,consensus,Candidate C,1,0.333333,0.166667,0.5,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_060/metadata.json,0,0,3,0
low_treatment_20260616_081405_061,,,low,treatment,low_treatment_061,completed,20260616_155414,2026-06-16T16:00:45+0200,2,6,7,14,18,20,114226,67648,181874,390.5494,Candidate C,consensus,Candidate C,1,0.404167,0.208333,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_061/metadata.json,0,0,3,0
low_treatment_20260616_081405_062,,,low,treatment,low_treatment_062,completed,20260616_160048,2026-06-16T16:06:11+0200,2,6,5,10,18,16,92760,61443,154203,323.3472,Candidate C,consensus,Candidate C,1,0.604167,0.208333,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_062/metadata.json,0,0,3,0
low_treatment_20260616_081405_063,,,low,treatment,low_treatment_063,completed,20260616_160614,2026-06-16T16:13:58+0200,3,9,7,14,26,23,143393,85291,228684,464.0386,Candidate C,consensus,Candidate C,1,0.416667,0.458333,0.375,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_063/metadata.json,0,0,3,0
low_treatment_20260616_081405_064,,,low,treatment,low_treatment_064,completed,20260616_161401,2026-06-16T16:18:24+0200,2,6,3,6,18,12,81653,49252,130905,262.5898,Candidate C,consensus,Candidate C,1,0.583333,0.166667,1.0,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_064/metadata.json,0,0,3,0
low_treatment_20260616_081405_065,,,low,treatment,low_treatment_065,completed,20260616_161828,2026-06-16T16:23:59+0200,2,6,9,18,17,24,121005,60037,181042,331.1003,Candidate C,consensus,Candidate C,1,0.245833,0.291667,0.2,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_065/metadata.json,0,0,3,0
low_treatment_20260616_081405_066,,,low,treatment,low_treatment_066,completed,20260616_162402,2026-06-16T16:29:41+0200,2,6,8,16,18,22,115213,62278,177491,339.1123,Candidate B,consensus,Candidate C,0,0.2625,0.125,0.4,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_066/metadata.json,0,3,0,0
low_treatment_20260616_081405_067,,,low,treatment,low_treatment_067,completed,20260616_162944,2026-06-16T16:37:19+0200,3,9,6,12,26,21,139064,83857,222921,454.8561,Candidate B,consensus,Candidate C,0,0.458333,0.291667,0.625,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_067/metadata.json,0,3,0,0
low_treatment_20260616_081405_068,,,low,treatment,low_treatment_068,completed,20260616_163722,2026-06-16T16:49:49+0200,5,14,15,30,45,44,257631,136141,393772,747.1286,Candidate B,max_round_majority_vote,Candidate C,0,0.379808,0.375,0.384615,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_068/metadata.json,0,2,1,0
low_treatment_20260616_081405_069,,,low,treatment,low_treatment_069,completed,20260616_164952,2026-06-16T17:03:38+0200,5,15,15,30,45,45,273499,152312,425811,826.0563,Candidate B,max_round_majority_vote,Candidate C,0,0.416667,0.333333,0.5,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_069/metadata.json,0,2,1,0
low_treatment_20260616_081405_070,,,low,treatment,low_treatment_070,completed,20260616_170341,2026-06-16T17:15:59+0200,5,15,11,22,44,37,238081,136410,374491,737.8368,Candidate C,consensus,Candidate C,1,0.380952,0.333333,0.428571,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_070/metadata.json,0,0,3,0
low_treatment_20260616_081405_071,,,low,treatment,low_treatment_071,completed,20260616_171602,2026-06-16T17:28:23+0200,5,15,12,24,42,39,240894,138538,379432,741.5492,Candidate C,max_round_majority_vote,Candidate C,1,0.395833,0.291667,0.5,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_071/metadata.json,0,1,2,0
low_treatment_20260616_081405_072,,,low,treatment,low_treatment_072,completed,20260616_172827,2026-06-16T17:39:38+0200,4,12,14,28,33,40,226994,124465,351459,671.5387,Candidate C,consensus,Candidate C,1,0.414773,0.375,0.454545,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_072/metadata.json,0,0,3,0
low_treatment_20260616_081405_073,,,low,treatment,low_treatment_073,completed,20260616_173941,2026-06-16T17:49:08+0200,2,6,5,10,18,16,121482,82365,203847,567.311,Candidate C,consensus,Candidate C,1,0.383333,0.166667,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_073/metadata.json,0,0,3,0
low_treatment_20260616_081405_074,,,low,treatment,low_treatment_074,completed,20260616_174911,2026-06-16T17:59:28+0200,4,12,13,26,35,38,212091,115129,327220,616.9824,Candidate C,consensus,Candidate C,1,0.439394,0.333333,0.545455,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_074/metadata.json,0,0,3,0
low_treatment_20260616_081405_075,,,low,treatment,low_treatment_075,completed,20260616_175932,2026-06-16T18:04:46+0200,2,6,7,14,16,20,101541,58473,160014,314.3066,Candidate B,consensus,Candidate C,0,0.1625,0.125,0.2,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_075/metadata.json,0,3,0,0
low_treatment_20260616_081405_076,,,low,treatment,low_treatment_076,completed,20260616_180449,2026-06-16T18:09:44+0200,2,6,5,10,17,16,95051,55258,150309,294.5643,Candidate C,consensus,Candidate C,1,0.525,0.25,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_076/metadata.json,0,0,3,0
low_treatment_20260616_081405_077,,,low,treatment,low_treatment_077,completed,20260616_180947,2026-06-16T18:19:59+0200,4,12,10,20,35,32,194094,112201,306295,612.0015,Candidate B,consensus,Candidate C,0,0.390152,0.416667,0.363636,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_077/metadata.json,0,3,0,0
low_treatment_20260616_081405_078,,,low,treatment,low_treatment_078,completed,20260616_182002,2026-06-16T18:25:05+0200,2,6,7,14,17,20,107820,56103,163923,303.2941,Candidate C,consensus,Candidate C,1,0.504167,0.208333,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_078/metadata.json,0,0,3,0
low_treatment_20260616_081405_079,,,low,treatment,low_treatment_079,completed,20260616_182508,2026-06-16T18:30:08+0200,2,6,5,10,18,16,94092,55646,149738,299.4203,Candidate B,consensus,Candidate C,0,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_079/metadata.json,0,3,0,0
low_treatment_20260616_081405_080,,,low,treatment,low_treatment_080,completed,20260616_183011,2026-06-16T18:34:41+0200,2,6,5,10,18,16,91207,50424,141631,269.9201,Candidate B,consensus,Candidate C,0,0.4625,0.125,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_080/metadata.json,0,3,0,0
low_treatment_20260616_081405_081,,,low,treatment,low_treatment_081,completed,20260616_183444,2026-06-16T18:40:20+0200,2,6,8,16,18,22,109382,61799,171181,335.692,Candidate C,consensus,Candidate C,1,0.525,0.25,0.8,01_data/final/final_200_gpt_oss_120b/low/low_treatment_20260616_081405_081/metadata.json,0,0,3,0
