run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,team_process_score,team_process_communication,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
low_treatment_20260720_122235_015,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_015,completed,20260720_141718,2026-07-20T14:29:33+0200,5,15,13,26,44,41,270717,162367,433084,734.8448,Candidate A,consensus,Candidate A,1,0.556548,0.541667,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_015/metadata.json,3,0,0,0
low_treatment_20260720_122235_016,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_016,completed,20260720_142936,2026-07-20T14:38:37+0200,4,12,10,20,33,32,215436,121716,337152,540.5661,Candidate A,consensus,Candidate A,1,0.44697,0.166667,0.727273,01_data/raw/simulations/low/low_treatment_20260720_122235_016/metadata.json,3,0,0,0
low_treatment_20260720_122235_017,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_017,completed,20260720_143840,2026-07-20T14:45:00+0200,3,9,6,12,26,21,137606,83838,221444,380.0881,Candidate A,consensus,Candidate A,1,0.5,0.375,0.625,01_data/raw/simulations/low/low_treatment_20260720_122235_017/metadata.json,3,0,0,0
low_treatment_20260720_122235_018,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_018,completed,20260720_144503,2026-07-20T14:49:54+0200,2,6,5,10,18,16,95098,62780,157878,290.7437,Candidate B,consensus,Candidate A,0,0.241667,0.083333,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_018/metadata.json,0,3,0,0
low_treatment_20260720_122235_019,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_019,completed,20260720_144957,2026-07-20T15:00:58+0200,5,15,12,24,43,39,256997,146664,403661,660.6613,Candidate A,max_round_majority_vote,Candidate A,1,0.553571,0.25,0.857143,01_data/raw/simulations/low/low_treatment_20260720_122235_019/metadata.json,2,0,1,0
low_treatment_20260720_122235_020,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_020,completed,20260720_150101,2026-07-20T15:05:35+0200,2,6,6,12,18,18,105332,60493,165825,274.018,Candidate A,consensus,Candidate A,1,0.504167,0.208333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_020/metadata.json,3,0,0,0
low_treatment_20260720_122235_021,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_021,completed,20260720_150538,2026-07-20T15:10:13+0200,2,6,5,10,17,16,97891,60498,158389,275.3089,Candidate C,consensus,Candidate A,0,0.283333,0.166667,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_021/metadata.json,0,0,3,0
low_treatment_20260720_122235_022,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_022,completed,20260720_151016,2026-07-20T15:15:11+0200,2,6,4,8,18,14,90162,65233,155395,294.8706,Candidate A,consensus,Candidate A,1,0.383333,0.166667,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_022/metadata.json,3,0,0,0
low_treatment_20260720_122235_023,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_023,completed,20260720_151514,2026-07-20T15:26:04+0200,5,15,10,20,43,35,245126,145628,390754,650.7994,Candidate A,max_round_majority_vote,Candidate A,1,0.389881,0.208333,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_023/metadata.json,2,1,0,0
low_treatment_20260720_122235_024,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_024,completed,20260720_152607,2026-07-20T15:30:23+0200,2,6,6,12,15,18,102964,55946,158910,255.8285,Candidate B,consensus,Candidate A,0,0.383333,0.166667,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_024/metadata.json,0,3,0,0
low_treatment_20260720_122235_025,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_025,completed,20260720_153026,2026-07-20T15:41:58+0200,5,15,12,24,44,39,248796,152074,400870,692.1412,Candidate B,max_round_majority_vote,Candidate A,0,0.369048,0.166667,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_025/metadata.json,0,2,1,0
low_treatment_20260720_122235_026,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_026,completed,20260720_154201,2026-07-20T15:48:47+0200,3,9,6,12,25,21,141761,89679,231440,405.8016,Candidate B,consensus,Candidate A,0,0.25,0.25,0.25,01_data/raw/simulations/low/low_treatment_20260720_122235_026/metadata.json,0,3,0,0
low_treatment_20260720_122235_027,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_027,completed,20260720_154850,2026-07-20T16:00:00+0200,5,15,12,24,45,39,246061,148204,394265,669.759,Candidate B,consensus,Candidate A,0,0.425595,0.208333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_027/metadata.json,0,3,0,0
low_treatment_20260720_122235_028,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_028,completed,20260720_160003,2026-07-20T16:11:26+0200,5,15,12,24,45,39,243887,149790,393677,683.386,Candidate A,max_round_majority_vote,Candidate A,1,0.53869,0.291667,0.785714,01_data/raw/simulations/low/low_treatment_20260720_122235_028/metadata.json,2,1,0,0
low_treatment_20260720_122235_029,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_029,completed,20260720_161129,2026-07-20T16:18:13+0200,3,9,7,14,26,23,141916,90866,232782,404.2427,Candidate A,consensus,Candidate A,1,0.375,0.25,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_029/metadata.json,3,0,0,0
low_treatment_20260720_122235_030,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_030,completed,20260720_161816,2026-07-20T16:22:40+0200,2,6,5,10,18,16,97668,58960,156628,263.6069,Candidate C,consensus,Candidate A,0,0.5625,0.125,1.0,01_data/raw/simulations/low/low_treatment_20260720_122235_030/metadata.json,0,0,3,0
low_treatment_20260720_122235_031,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_031,completed,20260720_162243,2026-07-20T16:27:34+0200,2,6,4,8,18,14,90622,62962,153584,290.9998,Candidate A,consensus,Candidate A,1,0.3,0.0,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_031/metadata.json,3,0,0,0
low_treatment_20260720_122235_032,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_032,completed,20260720_162737,2026-07-20T16:39:36+0200,5,15,12,24,44,39,258081,160617,418698,718.8888,Candidate B,max_round_majority_vote,Candidate A,0,0.395833,0.291667,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_032/metadata.json,0,2,1,0
low_treatment_20260720_122235_033,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_033,completed,20260720_163939,2026-07-20T16:50:50+0200,5,15,13,26,43,41,275386,148615,424001,671.8138,Candidate B,max_round_majority_vote,Candidate A,0,0.380952,0.333333,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_033/metadata.json,1,2,0,0
low_treatment_20260720_122235_034,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_034,completed,20260720_165054,2026-07-20T17:00:16+0200,4,12,9,18,36,30,194198,125561,319759,562.4697,Candidate A,consensus,Candidate A,1,0.50947,0.291667,0.727273,01_data/raw/simulations/low/low_treatment_20260720_122235_034/metadata.json,3,0,0,0
low_treatment_20260720_122235_035,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_035,completed,20260720_170019,2026-07-20T17:10:51+0200,5,15,11,22,45,37,249436,138964,388400,631.8392,Candidate A,max_round_majority_vote,Candidate A,1,0.425595,0.208333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_035/metadata.json,2,1,0,0
low_treatment_20260720_122235_036,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_036,completed,20260720_171054,2026-07-20T17:19:55+0200,4,12,10,20,35,32,206886,117200,324086,540.5949,Candidate A,consensus,Candidate A,1,0.422348,0.208333,0.636364,01_data/raw/simulations/low/low_treatment_20260720_122235_036/metadata.json,3,0,0,0
low_treatment_20260720_122235_037,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_037,completed,20260720_171958,2026-07-20T17:32:20+0200,5,14,13,26,44,40,268605,163338,431943,742.6934,Candidate A,max_round_majority_vote,Candidate A,1,0.459936,0.458333,0.461538,01_data/raw/simulations/low/low_treatment_20260720_122235_037/metadata.json,2,0,0,0
low_treatment_20260720_122235_038,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_038,completed,20260720_173223,2026-07-20T17:36:58+0200,2,6,5,10,18,16,99253,61863,161116,274.9025,Candidate B,consensus,Candidate A,0,0.504167,0.208333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_038/metadata.json,0,3,0,0
low_treatment_20260720_122235_039,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_039,completed,20260720_173701,2026-07-20T17:42:08+0200,2,6,6,12,18,18,114283,65916,180199,306.9973,Candidate B,consensus,Candidate A,0,0.525,0.25,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_039/metadata.json,0,3,0,0
low_treatment_20260720_122235_040,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_040,completed,20260720_174212,2026-07-20T17:53:51+0200,5,15,13,26,45,41,263195,152311,415506,699.7688,Candidate A,max_round_majority_vote,Candidate A,1,0.247024,0.208333,0.285714,01_data/raw/simulations/low/low_treatment_20260720_122235_040/metadata.json,2,1,0,0
low_treatment_20260720_122235_041,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_041,completed,20260720_175354,2026-07-20T18:01:15+0200,3,9,8,16,26,25,154798,98177,252975,440.695,Candidate B,consensus,Candidate A,0,0.208333,0.041667,0.375,01_data/raw/simulations/low/low_treatment_20260720_122235_041/metadata.json,0,3,0,0
low_treatment_20260720_122235_042,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_042,completed,20260720_180118,2026-07-20T18:12:27+0200,5,15,10,20,45,35,237171,148217,385388,668.8441,Candidate B,max_round_majority_vote,Candidate A,0,0.401786,0.375,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_042/metadata.json,1,2,0,0
low_treatment_20260720_122235_043,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_043,completed,20260720_181230,2026-07-20T18:24:02+0200,5,15,10,20,44,35,238418,153601,392019,691.5456,,max_round_no_majority,Candidate A,0,0.395833,0.291667,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_043/metadata.json,1,1,1,0
low_treatment_20260720_122235_044,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_044,completed,20260720_182405,2026-07-20T18:31:02+0200,3,9,8,16,27,25,145073,90827,235900,417.1062,Candidate A,consensus,Candidate A,1,0.3125,0.125,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_044/metadata.json,3,0,0,0
low_treatment_20260720_122235_045,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_045,completed,20260720_183105,2026-07-20T18:42:11+0200,5,15,11,22,45,37,238587,145929,384516,665.8745,Candidate B,consensus,Candidate A,0,0.389881,0.208333,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_045/metadata.json,0,3,0,0
low_treatment_20260720_122235_046,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_046,completed,20260720_184214,2026-07-20T18:46:41+0200,2,6,5,10,18,16,95073,58522,153595,267.0699,Candidate B,consensus,Candidate A,0,0.5625,0.125,1.0,01_data/raw/simulations/low/low_treatment_20260720_122235_046/metadata.json,0,3,0,0
low_treatment_20260720_122235_047,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_047,completed,20260720_184644,2026-07-20T18:53:24+0200,3,9,8,16,27,25,153835,88567,242402,399.7485,Candidate A,consensus,Candidate A,1,0.354167,0.208333,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_047/metadata.json,3,0,0,0
low_treatment_20260720_122235_048,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_048,completed,20260720_185327,2026-07-20T19:04:56+0200,5,15,14,28,44,43,259110,155396,414506,688.4917,Candidate B,max_round_majority_vote,Candidate A,0,0.190476,0.166667,0.214286,01_data/raw/simulations/low/low_treatment_20260720_122235_048/metadata.json,0,2,1,0
low_treatment_20260720_122235_049,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_049,completed,20260720_190459,2026-07-20T19:09:50+0200,2,6,6,12,18,18,102452,64430,166882,291.2152,Candidate A,consensus,Candidate A,1,0.3625,0.125,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_049/metadata.json,3,0,0,0
low_treatment_20260720_122235_050,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_050,completed,20260720_190953,2026-07-20T19:19:30+0200,4,12,11,22,36,34,208493,128851,337344,576.7333,Candidate B,consensus,Candidate A,0,0.418561,0.291667,0.545455,01_data/raw/simulations/low/low_treatment_20260720_122235_050/metadata.json,0,3,0,0
low_treatment_20260720_122235_051,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_051,completed,20260720_191933,2026-07-20T19:31:43+0200,5,15,12,24,45,39,261895,160627,422522,730.0077,,max_round_no_majority,Candidate A,0,0.467262,0.291667,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_051/metadata.json,1,1,1,0
low_treatment_20260720_122235_052,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_052,completed,20260720_193146,2026-07-20T19:36:03+0200,2,6,6,12,18,18,99056,57309,156365,257.4789,Candidate B,consensus,Candidate A,0,0.483333,0.166667,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_052/metadata.json,0,3,0,0
low_treatment_20260720_122235_053,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_053,completed,20260720_193606,2026-07-20T19:48:01+0200,5,15,12,24,45,39,269711,156293,426004,715.118,Candidate B,max_round_majority_vote,Candidate A,0,0.467262,0.291667,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_053/metadata.json,0,2,1,0
low_treatment_20260720_122235_054,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_054,completed,20260720_194805,2026-07-20T19:59:57+0200,5,15,10,20,45,35,233833,156787,390620,712.3465,Candidate D,consensus,Candidate A,0,0.416667,0.333333,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_054/metadata.json,0,0,0,3
low_treatment_20260720_122235_055,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_055,completed,20260720_200000,2026-07-20T20:12:13+0200,5,15,11,22,45,37,249708,160626,410334,733.2176,Candidate B,max_round_majority_vote,Candidate A,0,0.446429,0.25,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_055/metadata.json,0,2,1,0
low_treatment_20260720_122235_056,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_056,completed,20260720_201216,2026-07-20T20:16:49+0200,2,6,7,14,18,20,114952,59796,174748,272.3271,Candidate B,consensus,Candidate A,0,0.2625,0.125,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_056/metadata.json,0,3,0,0
low_treatment_20260720_122235_057,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_057,completed,20260720_201652,2026-07-20T20:24:10+0200,3,9,10,20,27,29,164801,95137,259938,438.3731,Candidate A,consensus,Candidate A,1,0.4375,0.25,0.625,01_data/raw/simulations/low/low_treatment_20260720_122235_057/metadata.json,3,0,0,0
low_treatment_20260720_122235_058,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_058,completed,20260720_202413,2026-07-20T20:35:11+0200,5,15,13,26,45,41,263140,142213,405353,658.0307,Candidate C,max_round_majority_vote,Candidate A,0,0.297619,0.166667,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_058/metadata.json,0,0,2,1
low_treatment_20260720_122235_059,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_059,completed,20260720_203515,2026-07-20T20:47:04+0200,5,15,12,24,42,39,251760,156738,408498,709.821,Candidate A,max_round_majority_vote,Candidate A,1,0.46131,0.208333,0.714286,01_data/raw/simulations/low/low_treatment_20260720_122235_059/metadata.json,2,0,1,0
low_treatment_20260720_122235_060,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_060,completed,20260720_204707,2026-07-20T20:58:42+0200,5,15,14,28,44,43,264805,154015,418820,694.5378,Candidate A,max_round_majority_vote,Candidate A,1,0.425595,0.208333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_060/metadata.json,2,1,0,0
low_treatment_20260720_122235_061,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_061,completed,20260720_205845,2026-07-20T21:03:01+0200,2,6,4,8,18,14,86802,56910,143712,256.2735,Candidate B,consensus,Candidate A,0,0.3,0.0,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_061/metadata.json,0,3,0,0
low_treatment_20260720_122235_062,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_062,completed,20260720_210304,2026-07-20T21:07:20+0200,2,6,5,10,18,16,93373,55297,148670,255.454,Candidate A,consensus,Candidate A,1,0.220833,0.041667,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_062/metadata.json,3,0,0,0
low_treatment_20260720_122235_063,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_063,completed,20260720_210723,2026-07-20T21:12:15+0200,2,6,6,12,18,18,100309,62571,162880,292.2291,Candidate B,consensus,Candidate A,0,0.3625,0.125,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_063/metadata.json,0,3,0,0
low_treatment_20260720_122235_064,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_064,completed,20260720_211218,2026-07-20T21:19:37+0200,3,9,8,16,27,25,153520,98025,251545,438.6026,Candidate A,consensus,Candidate A,1,0.5,0.25,0.75,01_data/raw/simulations/low/low_treatment_20260720_122235_064/metadata.json,3,0,0,0
low_treatment_20260720_122235_065,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_065,completed,20260720_211940,2026-07-20T21:34:35+0200,2,6,6,12,18,18,106941,66012,172953,895.6076,Candidate C,consensus,Candidate A,0,0.404167,0.208333,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_065/metadata.json,0,0,3,0
low_treatment_20260720_122235_066,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_066,completed,20260720_213438,2026-07-20T21:38:48+0200,2,6,5,10,18,16,93647,56837,150484,249.8741,Candidate A,consensus,Candidate A,1,0.241667,0.083333,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_066/metadata.json,3,0,0,0
low_treatment_20260720_122235_067,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_067,completed,20260720_213851,2026-07-20T21:50:33+0200,5,15,13,26,43,41,260237,150609,410846,701.8574,Candidate A,max_round_majority_vote,Candidate A,1,0.345238,0.333333,0.357143,01_data/raw/simulations/low/low_treatment_20260720_122235_067/metadata.json,2,1,0,0
low_treatment_20260720_122235_068,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_068,completed,20260720_215037,2026-07-20T22:01:51+0200,5,15,13,26,44,41,247698,148412,396110,673.8462,Candidate B,max_round_majority_vote,Candidate A,0,0.339286,0.25,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_068/metadata.json,1,2,0,0
low_treatment_20260720_122235_069,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_069,completed,20260720_220154,2026-07-20T22:13:52+0200,5,15,14,28,43,43,270484,159152,429636,717.7669,Candidate A,consensus,Candidate A,1,0.488095,0.333333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_069/metadata.json,3,0,0,0
low_treatment_20260720_122235_070,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_070,completed,20260720_221355,2026-07-20T22:17:42+0200,2,6,4,8,18,14,93281,49564,142845,227.3353,Candidate A,consensus,Candidate A,1,0.3875,0.375,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_070/metadata.json,3,0,0,0
low_treatment_20260720_122235_071,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_071,completed,20260720_221745,2026-07-20T22:22:25+0200,2,6,5,10,17,16,92413,61843,154256,280.1395,Candidate A,consensus,Candidate A,1,0.383333,0.166667,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_071/metadata.json,3,0,0,0
low_treatment_20260720_122235_072,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_072,completed,20260720_222229,2026-07-20T22:27:27+0200,2,6,6,12,18,18,106778,65831,172609,298.4595,Candidate A,consensus,Candidate A,1,0.566667,0.333333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_072/metadata.json,3,0,0,0
low_treatment_20260720_122235_073,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_073,completed,20260720_222730,2026-07-20T22:42:20+0200,4,12,8,16,34,28,223219,156960,380179,890.2634,Candidate A,consensus,Candidate A,1,0.24053,0.208333,0.272727,01_data/raw/simulations/low/low_treatment_20260720_122235_073/metadata.json,3,0,0,0
low_treatment_20260720_122235_074,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_074,completed,20260720_224223,2026-07-20T22:47:54+0200,2,6,7,14,18,20,116881,67240,184121,331.0168,Candidate B,consensus,Candidate A,0,0.245833,0.291667,0.2,01_data/raw/simulations/low/low_treatment_20260720_122235_074/metadata.json,0,3,0,0
low_treatment_20260720_122235_075,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_075,completed,20260720_224757,2026-07-20T23:08:31+0200,5,15,9,18,45,33,230186,144924,375110,1234.1889,Candidate A,max_round_majority_vote,Candidate A,1,0.452381,0.333333,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_075/metadata.json,2,1,0,0
low_treatment_20260720_122235_076,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_076,completed,20260720_230834,2026-07-20T23:19:13+0200,5,15,9,18,45,33,227993,141445,369438,639.1535,Candidate B,max_round_majority_vote,Candidate A,0,0.416667,0.333333,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_076/metadata.json,0,2,1,0
