run_id,condition,context_transparency_condition,input_history_scope,input_thought_history,smm_memory_scope,thought_history_items,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260522_205259_011,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_011,completed,20260522_215931,2026-05-22T22:05:11+0200,2,6,7,14,17,20,106455,66987,173442,340.2262,Candidate C,consensus,Candidate C,1,0.946512,0.941562,0.9508,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_011/metadata.json,0,0,3,0,0.941562,0.947174,0.9508
low_treatment_20260522_205259_012,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_012,completed,20260522_220514,2026-05-22T22:10:48+0200,2,6,3,6,18,12,75709,66963,142672,333.3774,Candidate B,consensus,Candidate C,0,0.930109,0.917544,0.936467,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_012/metadata.json,0,3,0,0,0.936467,0.917544,0.936317
low_treatment_20260522_205259_013,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_013,completed,20260522_221051,2026-05-22T22:16:04+0200,2,6,3,6,17,12,77098,60707,137805,312.5436,Candidate B,consensus,Candidate C,0,0.935457,0.930387,0.944107,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_013/metadata.json,0,3,0,0,0.930387,0.944107,0.931877
low_treatment_20260522_205259_014,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_014,completed,20260522_221607,2026-05-22T22:21:40+0200,2,6,4,8,16,14,81148,65130,146278,333.0559,Candidate C,consensus,Candidate C,1,0.936578,0.933133,0.940072,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_014/metadata.json,0,0,3,0,0.936528,0.940072,0.933133
low_treatment_20260522_205259_015,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_015,completed,20260522_222143,2026-05-22T22:26:50+0200,2,6,2,4,17,10,73727,60936,134663,306.8719,Candidate B,consensus,Candidate C,0,0.950343,0.947432,0.953672,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_015/metadata.json,0,3,0,0,0.947432,0.949926,0.953672
low_treatment_20260522_205259_016,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_016,completed,20260522_222653,2026-05-22T22:32:31+0200,2,6,5,10,17,16,94709,66593,161302,337.3785,Candidate A,consensus,Candidate C,0,0.935849,0.924413,0.94963,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_016/metadata.json,3,0,0,0,0.94963,0.933504,0.924413
low_treatment_20260522_205259_017,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_017,completed,20260522_223234,2026-05-22T22:37:46+0200,2,6,5,10,17,16,90921,61391,152312,311.1799,Candidate B,consensus,Candidate C,0,0.948647,0.939141,0.963375,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_017/metadata.json,0,3,0,0,0.943424,0.963375,0.939141
low_treatment_20260522_205259_018,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_018,completed,20260522_223749,2026-05-22T22:43:25+0200,2,6,4,8,18,14,80813,66319,147132,336.0301,Candidate A,consensus,Candidate C,0,0.928496,0.919129,0.943169,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_018/metadata.json,3,0,0,0,0.919129,0.923189,0.943169
low_treatment_20260522_205259_019,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_019,completed,20260522_224328,2026-05-22T22:54:17+0200,4,12,7,14,35,26,162156,130144,292300,649.6374,Candidate C,consensus,Candidate C,1,0.956691,0.950812,0.965245,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_019/metadata.json,0,0,3,0,0.965245,0.950812,0.954016
low_treatment_20260522_205259_020,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_020,completed,20260522_225420,2026-05-22T23:02:31+0200,3,9,7,14,27,23,132103,96027,228130,490.7389,Candidate B,consensus,Candidate C,0,0.933806,0.927466,0.945535,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_020/metadata.json,0,3,0,0,0.945535,0.927466,0.928418
low_treatment_20260522_205259_021,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_021,completed,20260522_230234,2026-05-22T23:07:26+0200,2,6,3,6,15,12,77899,58976,136875,291.8555,Candidate B,consensus,Candidate C,0,0.911101,0.909201,0.912336,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_021/metadata.json,0,3,0,0,0.911766,0.912336,0.909201
low_treatment_20260522_205259_022,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_022,completed,20260522_230729,2026-05-22T23:12:24+0200,2,6,1,2,17,8,66066,59275,125341,295.0542,Candidate C,consensus,Candidate C,1,0.942468,0.932444,0.951494,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_022/metadata.json,0,0,3,0,0.943467,0.932444,0.951494
low_treatment_20260522_205259_023,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_023,completed,20260522_231227,2026-05-22T23:17:46+0200,2,6,4,8,18,14,82334,63425,145759,319.0018,Candidate C,consensus,Candidate C,1,0.936098,0.934493,0.938618,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_023/metadata.json,0,0,3,0,0.938618,0.934493,0.935184
low_treatment_20260522_205259_024,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_024,completed,20260522_231750,2026-05-22T23:25:48+0200,3,9,6,12,25,21,121688,94717,216405,478.7195,Candidate C,consensus,Candidate C,1,0.949991,0.945915,0.953501,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_024/metadata.json,0,0,3,0,0.950558,0.945915,0.953501
low_treatment_20260522_205259_025,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_025,completed,20260522_232551,2026-05-22T23:34:00+0200,3,9,3,6,27,15,115373,96724,212097,488.7818,Candidate C,consensus,Candidate C,1,0.950572,0.943461,0.954667,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_025/metadata.json,0,0,3,0,0.953587,0.943461,0.954667
low_treatment_20260522_205259_026,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_026,completed,20260522_233403,2026-05-22T23:44:42+0200,4,12,10,20,35,32,180114,124028,304142,639.1005,Candidate B,consensus,Candidate C,0,0.940943,0.931327,0.951063,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_026/metadata.json,0,3,0,0,0.940439,0.951063,0.931327
low_treatment_20260522_205259_027,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_027,completed,20260522_234445,2026-05-22T23:50:18+0200,2,6,4,8,18,14,82328,66212,148540,332.9937,Candidate C,consensus,Candidate C,1,0.943493,0.942913,0.944582,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_027/metadata.json,0,0,3,0,0.942984,0.944582,0.942913
low_treatment_20260522_205259_028,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_028,completed,20260522_235022,2026-05-22T23:56:27+0200,2,6,6,12,18,18,104228,70300,174528,365.1839,Candidate C,consensus,Candidate C,1,0.918041,0.896191,0.95008,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_028/metadata.json,0,0,3,0,0.95008,0.896191,0.907852
low_treatment_20260522_205259_029,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_029,completed,20260522_235630,2026-05-23T00:02:01+0200,2,6,4,8,18,14,85020,65102,150122,331.713,Candidate B,consensus,Candidate C,0,0.949241,0.945963,0.951976,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_029/metadata.json,0,3,0,0,0.949783,0.951976,0.945963
low_treatment_20260522_205259_030,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260522_205259_030,completed,20260523_000205,2026-05-23T00:10:12+0200,3,9,4,8,27,17,115168,95699,210867,486.7728,Candidate C,consensus,Candidate C,1,0.955144,0.947196,0.959498,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260522_205259_030/metadata.json,0,0,3,0,0.947196,0.959498,0.958738
moderate_baseline_20260522_205259_001,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_001,completed,20260523_064528,2026-05-23T06:47:06+0200,3,9,10,20,0,29,80966,11614,92580,97.736,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_001/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_002,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_002,completed,20260523_064709,2026-05-23T06:48:26+0200,2,6,6,12,0,18,42998,9544,52542,76.5597,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_002/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_003,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_003,completed,20260523_064829,2026-05-23T06:49:33+0200,2,6,7,14,0,20,53067,7799,60866,63.5582,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_003/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_004,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_004,completed,20260523_064936,2026-05-23T06:50:29+0200,2,6,3,6,0,12,30499,6551,37050,52.673,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_004/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_005,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_005,completed,20260523_065032,2026-05-23T06:51:28+0200,2,6,6,12,0,18,48533,6804,55337,56.0376,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_005/metadata.json,0,3,0,0,,,
moderate_baseline_20260522_205259_006,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_006,completed,20260523_065132,2026-05-23T06:52:28+0200,2,6,5,10,0,16,38491,6938,45429,56.0879,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_006/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_007,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_007,completed,20260523_065231,2026-05-23T06:53:27+0200,2,6,6,12,0,18,46811,6810,53621,56.0022,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_007/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_008,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_008,completed,20260523_065331,2026-05-23T06:54:47+0200,2,6,7,14,0,20,57772,9491,67263,76.7536,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_008/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_009,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_009,completed,20260523_065450,2026-05-23T06:55:44+0200,2,6,4,8,0,14,34516,6637,41153,53.6757,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_009/metadata.json,0,0,0,3,,,
moderate_baseline_20260522_205259_010,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_010,completed,20260523_065547,2026-05-23T06:57:18+0200,3,8,7,14,0,22,63870,11147,75017,91.022,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_010/metadata.json,0,3,0,0,,,
moderate_baseline_20260522_205259_011,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_011,completed,20260523_065721,2026-05-23T06:58:27+0200,2,6,7,14,0,20,49352,8204,57556,66.2377,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_011/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_012,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_012,completed,20260523_065831,2026-05-23T06:59:50+0200,2,6,8,16,0,22,59043,9840,68883,79.6258,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_012/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_013,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_013,completed,20260523_065953,2026-05-23T07:01:37+0200,3,9,10,20,0,29,83459,12678,96137,103.4331,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_013/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_014,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_014,completed,20260523_070140,2026-05-23T07:03:24+0200,2,6,11,22,0,28,74737,12895,87632,103.6656,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_014/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_015,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_015,completed,20260523_070327,2026-05-23T07:04:31+0200,2,6,9,18,0,24,61878,7887,69765,64.633,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_015/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_016,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_016,completed,20260523_070435,2026-05-23T07:05:42+0200,2,6,5,10,0,16,39989,8424,48413,67.5417,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_016/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_017,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_017,completed,20260523_070546,2026-05-23T07:07:14+0200,2,6,9,18,0,24,61007,10849,71856,87.9858,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_017/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_018,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_018,completed,20260523_070717,2026-05-23T07:08:12+0200,2,6,6,12,0,18,44794,6743,51537,55.0827,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_018/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_019,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_019,completed,20260523_070815,2026-05-23T07:09:14+0200,2,6,4,8,0,14,35036,7321,42357,59.1287,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_019/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_020,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_020,completed,20260523_070917,2026-05-23T07:10:06+0200,2,6,3,6,0,12,28545,6027,34572,49.023,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_020/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_021,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_021,completed,20260523_071009,2026-05-23T07:11:20+0200,2,6,7,14,0,20,54006,8812,62818,71.546,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_022,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_022,completed,20260523_071123,2026-05-23T07:12:35+0200,2,6,8,16,0,22,55534,8888,64422,72.2812,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_022/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_023,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_023,completed,20260523_071238,2026-05-23T07:13:44+0200,2,6,8,16,0,22,55088,8037,63125,65.3581,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_023/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_024,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_024,completed,20260523_071347,2026-05-23T07:14:54+0200,2,6,7,14,0,20,48370,8357,56727,67.5596,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_024/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_025,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_025,completed,20260523_071457,2026-05-23T07:15:49+0200,2,6,3,6,0,12,30606,6434,37040,52.2488,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_025/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_026,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_026,completed,20260523_071552,2026-05-23T07:17:15+0200,2,6,11,22,0,28,81078,10131,91209,82.9491,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_026/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_027,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_027,completed,20260523_071718,2026-05-23T07:18:33+0200,2,6,9,18,0,24,61771,9073,70844,74.4367,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_027/metadata.json,0,0,3,0,,,
moderate_baseline_20260522_205259_028,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_028,completed,20260523_071836,2026-05-23T07:19:22+0200,2,6,4,8,0,14,32266,5757,38023,46.6803,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_028/metadata.json,0,3,0,0,,,
moderate_baseline_20260522_205259_029,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_029,completed,20260523_071925,2026-05-23T07:20:39+0200,3,9,5,10,0,19,54570,8972,63542,74.4217,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_029/metadata.json,0,3,0,0,,,
moderate_baseline_20260522_205259_030,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260522_205259_030,completed,20260523_072042,2026-05-23T07:22:40+0200,3,9,14,28,0,37,125374,14182,139556,117.634,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260522_205259_030/metadata.json,0,0,3,0,,,
moderate_treatment_20260522_205259_001,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260522_205259_001,completed,20260523_001015,2026-05-23T00:18:06+0200,3,8,6,12,25,20,177687,90182,267869,470.8337,Candidate C,consensus,Candidate C,1,0.924454,0.918313,0.928585,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260522_205259_001/metadata.json,0,0,3,0,0.928585,0.918313,0.926464
