run_id,condition,context_transparency_condition,input_history_scope,input_thought_history,smm_memory_scope,thought_history_items,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260526_231706_011,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_011,completed,20260527_001720,2026-05-27T00:22:45+0200,2,6,3,6,18,12,85309,61379,146688,325.2884,Candidate B,consensus,Candidate C,0,0.944677,0.937816,0.957658,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_011/metadata.json,0,3,0,0,0.937816,0.938556,0.957658
low_treatment_20260526_231706_012,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_012,completed,20260527_002249,2026-05-27T00:37:04+0200,5,15,9,18,45,33,209661,159788,369449,855.4361,,max_round_no_majority,Candidate C,0,0.947015,0.943567,0.950347,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_012/metadata.json,0,1,1,1,0.950347,0.943567,0.947132
low_treatment_20260526_231706_013,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_013,completed,20260527_003708,2026-05-27T00:50:13+0200,5,14,7,14,45,28,199454,149343,348797,784.7835,Candidate B,max_round_majority_vote,Candidate C,0,0.950451,0.943629,0.95861,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_013/metadata.json,0,2,1,0,0.95861,0.949115,0.943629
low_treatment_20260526_231706_014,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_014,completed,20260527_005016,2026-05-27T00:56:27+0200,2,6,5,10,18,16,94631,68107,162738,370.3194,Candidate C,consensus,Candidate C,1,0.948889,0.941129,0.954371,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_014/metadata.json,0,0,3,0,0.954371,0.951166,0.941129
low_treatment_20260526_231706_015,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_015,completed,20260527_005630,2026-05-27T01:10:20+0200,5,15,9,18,45,33,208971,157869,366840,830.0519,Candidate C,max_round_majority_vote,Candidate C,1,0.91021,0.889097,0.928297,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_015/metadata.json,0,1,2,0,0.928297,0.889097,0.913235
low_treatment_20260526_231706_016,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_016,completed,20260527_011023,2026-05-27T01:20:31+0200,4,12,2,4,36,16,139119,116126,255245,607.962,Candidate C,consensus,Candidate C,1,0.943686,0.938892,0.950542,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_016/metadata.json,0,0,3,0,0.938892,0.950542,0.941624
low_treatment_20260526_231706_017,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_017,completed,20260527_012035,2026-05-27T01:35:43+0200,5,15,8,16,44,31,207383,169944,377327,908.088,Candidate C,consensus,Candidate C,1,0.953504,0.945791,0.965135,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_017/metadata.json,0,0,3,0,0.965135,0.949587,0.945791
low_treatment_20260526_231706_018,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_018,completed,20260527_013546,2026-05-27T01:47:20+0200,4,12,8,16,36,28,174344,130773,305117,693.673,Candidate C,consensus,Candidate C,1,0.949693,0.947545,0.953619,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_018/metadata.json,0,0,3,0,0.953619,0.947914,0.947545
low_treatment_20260526_231706_019,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_019,completed,20260527_014723,2026-05-27T01:52:04+0200,2,6,1,2,18,8,66693,54225,120918,280.4819,Candidate B,consensus,Candidate C,0,0.954515,0.944532,0.963411,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_019/metadata.json,0,3,0,0,0.963411,0.955602,0.944532
low_treatment_20260526_231706_020,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_020,completed,20260527_015207,2026-05-27T02:01:03+0200,3,9,10,20,27,29,151349,98538,249887,536.3847,Candidate C,consensus,Candidate C,1,0.941494,0.928846,0.954695,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_020/metadata.json,0,0,3,0,0.954695,0.940942,0.928846
low_treatment_20260526_231706_021,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_021,completed,20260527_020107,2026-05-27T02:13:59+0200,5,15,10,20,43,35,221060,145157,366217,771.8458,Candidate C,max_round_majority_vote,Candidate C,1,0.962224,0.959083,0.964619,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_021/metadata.json,0,1,2,0,0.964619,0.959083,0.96297
low_treatment_20260526_231706_022,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_022,completed,20260527_021402,2026-05-27T02:19:36+0200,2,6,6,12,16,18,101814,61184,162998,333.8201,Candidate C,consensus,Candidate C,1,0.93749,0.924734,0.950899,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_022/metadata.json,0,0,3,0,0.924734,0.950899,0.936836
low_treatment_20260526_231706_023,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_023,completed,20260527_021939,2026-05-27T02:27:04+0200,3,9,7,14,27,23,136785,84452,221237,445.3313,Candidate B,consensus,Candidate C,0,0.959384,0.954618,0.963379,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_023/metadata.json,0,3,0,0,0.954618,0.963379,0.960155
low_treatment_20260526_231706_024,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_024,completed,20260527_022707,2026-05-27T02:31:38+0200,2,6,3,6,17,12,78322,51447,129769,270.6166,Candidate C,consensus,Candidate C,1,0.950859,0.944632,0.958373,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_024/metadata.json,0,0,3,0,0.958373,0.949571,0.944632
low_treatment_20260526_231706_025,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_025,completed,20260527_023141,2026-05-27T02:44:02+0200,5,15,8,16,44,31,205171,139450,344621,740.5031,,max_round_no_majority,Candidate C,0,0.945642,0.944682,0.946299,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_025/metadata.json,1,1,0,1,0.945944,0.946299,0.944682
low_treatment_20260526_231706_026,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_026,completed,20260527_024405,2026-05-27T02:54:26+0200,4,12,9,18,36,30,179983,115830,295813,620.2806,Candidate B,consensus,Candidate C,0,0.950291,0.943049,0.959621,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_026/metadata.json,0,3,0,0,0.959621,0.948202,0.943049
low_treatment_20260526_231706_027,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_027,completed,20260527_025429,2026-05-27T02:59:48+0200,2,6,6,12,18,18,99847,58789,158636,319.6134,Candidate B,consensus,Candidate C,0,0.959839,0.95448,0.964542,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_027/metadata.json,0,3,0,0,0.960496,0.964542,0.95448
low_treatment_20260526_231706_028,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_028,completed,20260527_025952,2026-05-27T03:12:15+0200,5,15,7,14,43,29,197960,139552,337512,743.4071,Candidate D,max_round_majority_vote,Candidate C,0,0.955635,0.949819,0.965414,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_028/metadata.json,0,1,0,2,0.965414,0.951671,0.949819
low_treatment_20260526_231706_029,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_029,completed,20260527_031218,2026-05-27T03:25:09+0200,5,15,9,18,44,33,211989,143543,355532,771.0616,Candidate C,max_round_majority_vote,Candidate C,1,0.948981,0.939053,0.955934,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_029/metadata.json,0,1,2,0,0.951956,0.955934,0.939053
low_treatment_20260526_231706_030,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_030,completed,20260527_032513,2026-05-27T03:29:57+0200,2,6,3,6,18,12,80740,52794,133534,284.765,Candidate B,consensus,Candidate C,0,0.952981,0.947986,0.960875,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_030/metadata.json,0,3,0,0,0.960875,0.950081,0.947986
low_treatment_20260526_231706_031,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_031,completed,20260527_033001,2026-05-27T03:37:24+0200,3,9,5,10,26,19,125145,84388,209533,443.261,Candidate A,consensus,Candidate C,0,0.960881,0.954973,0.965901,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_031/metadata.json,3,0,0,0,0.965901,0.961769,0.954973
low_treatment_20260526_231706_032,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_032,completed,20260527_033727,2026-05-27T03:45:04+0200,3,9,6,12,26,21,126773,84122,210895,456.5646,Candidate B,consensus,Candidate C,0,0.934954,0.92296,0.952654,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_032/metadata.json,0,3,0,0,0.929248,0.952654,0.92296
low_treatment_20260526_231706_033,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_033,completed,20260527_034507,2026-05-27T03:57:54+0200,5,15,10,20,45,35,221126,141504,362630,767.4981,Candidate C,max_round_majority_vote,Candidate C,1,0.942201,0.931633,0.962388,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_033/metadata.json,0,1,2,0,0.931633,0.962388,0.932581
low_treatment_20260526_231706_034,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_034,completed,20260527_035758,2026-05-27T04:02:38+0200,2,6,3,6,18,12,77632,53427,131059,280.6013,Candidate B,consensus,Candidate C,0,0.954594,0.948563,0.963749,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_034/metadata.json,0,3,0,0,0.948563,0.963749,0.951471
low_treatment_20260526_231706_035,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_035,completed,20260527_040242,2026-05-27T04:07:42+0200,2,5,6,12,16,17,95419,53816,149235,300.3753,Candidate A,consensus,Candidate C,0,0.94985,0.945502,0.957365,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_035/metadata.json,3,0,0,0,0.946682,0.957365,0.945502
low_treatment_20260526_231706_036,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_036,completed,20260527_040745,2026-05-27T04:12:51+0200,2,6,3,6,18,12,80757,58497,139254,306.236,Candidate B,consensus,Candidate C,0,0.947895,0.943027,0.954986,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_036/metadata.json,0,3,0,0,0.945672,0.954986,0.943027
low_treatment_20260526_231706_037,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_037,completed,20260527_041255,2026-05-27T04:17:28+0200,2,6,3,6,18,12,82406,52481,134887,273.6876,Candidate C,consensus,Candidate C,1,0.945807,0.939109,0.95588,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_037/metadata.json,0,0,3,0,0.95588,0.942431,0.939109
low_treatment_20260526_231706_038,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_038,completed,20260527_041731,2026-05-27T04:25:02+0200,3,9,6,12,27,21,133065,84289,217354,450.2259,Candidate B,consensus,Candidate C,0,0.939101,0.932476,0.946595,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_038/metadata.json,0,3,0,0,0.946595,0.938232,0.932476
low_treatment_20260526_231706_039,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_039,completed,20260527_042505,2026-05-27T04:32:30+0200,3,9,4,8,25,17,121886,83873,205759,445.2424,Candidate B,consensus,Candidate C,0,0.946524,0.93538,0.961597,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_039/metadata.json,0,3,0,0,0.961597,0.942596,0.93538
low_treatment_20260526_231706_040,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_040,completed,20260527_043234,2026-05-27T04:44:27+0200,5,15,7,14,45,29,200855,133418,334273,713.5797,Candidate D,consensus,Candidate C,0,0.946877,0.938728,0.955364,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_040/metadata.json,0,0,0,3,0.955364,0.946538,0.938728
low_treatment_20260526_231706_041,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_041,completed,20260527_044430,2026-05-27T04:55:58+0200,5,15,4,8,45,23,180019,128586,308605,687.5992,Candidate C,consensus,Candidate C,1,0.943537,0.933876,0.956191,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_041/metadata.json,0,0,3,0,0.956191,0.940545,0.933876
low_treatment_20260526_231706_042,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_042,completed,20260527_045601,2026-05-27T05:08:35+0200,5,15,14,28,43,43,246501,141407,387908,753.6745,Candidate B,consensus,Candidate C,0,0.936389,0.931109,0.940968,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_042/metadata.json,0,3,0,0,0.931109,0.93709,0.940968
low_treatment_20260526_231706_043,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_043,completed,20260527_050838,2026-05-27T05:15:54+0200,3,9,3,6,27,15,114019,80705,194724,435.761,Candidate A,consensus,Candidate C,0,0.953459,0.951144,0.955546,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_043/metadata.json,3,0,0,0,0.951144,0.955546,0.953686
low_treatment_20260526_231706_044,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_044,completed,20260527_051557,2026-05-27T05:28:48+0200,5,15,8,16,42,31,206971,144388,351359,771.4381,Candidate C,consensus,Candidate C,1,0.928413,0.92173,0.935708,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_044/metadata.json,0,0,3,0,0.935708,0.92173,0.927802
low_treatment_20260526_231706_045,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_045,completed,20260527_052852,2026-05-27T05:36:07+0200,3,9,4,8,25,17,120954,81908,202862,435.2396,Candidate C,consensus,Candidate C,1,0.95235,0.944298,0.961554,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_045/metadata.json,0,0,3,0,0.944298,0.951197,0.961554
low_treatment_20260526_231706_046,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_046,completed,20260527_053610,2026-05-27T05:48:49+0200,5,15,12,24,43,39,230982,140081,371063,758.9829,Candidate C,max_round_majority_vote,Candidate C,1,0.951557,0.946321,0.960128,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_046/metadata.json,0,1,2,0,0.960128,0.946321,0.948221
low_treatment_20260526_231706_047,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_047,completed,20260527_054852,2026-05-27T05:57:07+0200,3,9,10,20,27,29,155880,91091,246971,495.1275,Candidate B,consensus,Candidate C,0,0.947943,0.946719,0.949099,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_047/metadata.json,0,3,0,0,0.94801,0.949099,0.946719
low_treatment_20260526_231706_048,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_048,completed,20260527_055710,2026-05-27T06:02:40+0200,2,6,5,10,18,16,93904,60632,154536,329.6246,Candidate B,consensus,Candidate C,0,0.951584,0.944196,0.958745,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_048/metadata.json,0,3,0,0,0.951812,0.944196,0.958745
low_treatment_20260526_231706_049,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_049,completed,20260527_060243,2026-05-27T06:07:56+0200,2,6,6,12,18,18,95512,58649,154161,312.5964,Candidate B,consensus,Candidate C,0,0.94366,0.93281,0.95481,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_049/metadata.json,0,3,0,0,0.93281,0.94336,0.95481
low_treatment_20260526_231706_050,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_050,completed,20260527_060759,2026-05-27T06:21:08+0200,5,15,12,24,44,39,232012,147204,379216,788.8696,Candidate C,max_round_majority_vote,Candidate C,1,0.938932,0.927357,0.950092,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_050/metadata.json,0,1,2,0,0.927357,0.950092,0.939347
low_treatment_20260526_231706_051,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_051,completed,20260527_062111,2026-05-27T06:33:10+0200,5,15,9,18,44,33,207791,135479,343270,718.8298,Candidate C,max_round_majority_vote,Candidate C,1,0.937091,0.931181,0.941263,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_051/metadata.json,0,1,2,0,0.938829,0.931181,0.941263
low_treatment_20260526_231706_052,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_052,completed,20260527_063313,2026-05-27T06:45:38+0200,5,15,9,18,42,33,210405,139830,350235,744.828,Candidate C,consensus,Candidate C,1,0.95907,0.955385,0.964049,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_052/metadata.json,0,0,3,0,0.957777,0.964049,0.955385
low_treatment_20260526_231706_053,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_053,completed,20260527_064541,2026-05-27T06:57:36+0200,5,15,8,16,43,31,200831,136236,337067,715.0366,Candidate A,consensus,Candidate C,0,0.953051,0.945801,0.95909,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_053/metadata.json,3,0,0,0,0.95909,0.954263,0.945801
low_treatment_20260526_231706_054,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_054,completed,20260527_065740,2026-05-27T07:03:19+0200,2,6,5,10,17,16,93687,62492,156179,339.1452,Candidate B,consensus,Candidate C,0,0.949097,0.942126,0.957133,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_054/metadata.json,0,3,0,0,0.948031,0.957133,0.942126
low_treatment_20260526_231706_055,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_055,completed,20260527_070322,2026-05-27T07:18:06+0200,2,6,6,12,18,18,100510,54369,154879,883.6446,Candidate C,consensus,Candidate C,1,0.945269,0.937568,0.954192,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_055/metadata.json,0,0,3,0,0.954192,0.944047,0.937568
low_treatment_20260526_231706_056,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_056,completed,20260527_071809,2026-05-27T07:26:21+0200,3,9,10,20,25,29,159571,91090,250661,491.6654,Candidate C,consensus,Candidate C,1,0.941518,0.925148,0.955525,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_056/metadata.json,0,0,3,0,0.955525,0.925148,0.943881
low_treatment_20260526_231706_057,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260526_231706_057,completed,20260527_072624,2026-05-27T07:31:34+0200,2,6,3,6,18,12,82637,58440,141077,310.4972,Candidate C,consensus,Candidate C,1,0.946595,0.937066,0.960526,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260526_231706_057/metadata.json,0,0,3,0,0.960526,0.942194,0.937066
