run_id,condition,context_transparency_condition,input_history_scope,input_thought_history,smm_memory_scope,thought_history_items,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260523_172601_011,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_011,completed,20260523_205619,2026-05-23T21:04:23+0200,2,6,6,12,18,18,135768,91794,227562,483.461,Candidate C,consensus,Candidate C,1,0.920727,0.892307,0.948969,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_011/metadata.json,0,0,3,0,0.948969,0.892307,0.920905
low_treatment_20260523_172601_012,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_012,completed,20260523_210426,2026-05-23T21:22:51+0200,2,6,13,26,18,32,202306,97170,299476,1105.0011,Candidate A,consensus,Candidate C,0,0.934676,0.918643,0.945185,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_012/metadata.json,3,0,0,0,0.940199,0.945185,0.918643
low_treatment_20260523_172601_013,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_013,completed,20260523_212254,2026-05-23T21:40:28+0200,2,6,5,10,18,16,131348,93155,224503,1054.1917,Candidate C,consensus,Candidate C,1,0.949298,0.946125,0.950961,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_013/metadata.json,0,0,3,0,0.950809,0.946125,0.950961
low_treatment_20260523_172601_014,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_014,completed,20260523_214031,2026-05-23T21:52:22+0200,3,9,9,18,26,27,199272,135006,334278,711.0192,Candidate C,consensus,Candidate C,1,0.928121,0.913316,0.95096,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_014/metadata.json,0,0,3,0,0.95096,0.913316,0.920088
low_treatment_20260523_172601_015,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_015,completed,20260523_215226,2026-05-23T22:09:02+0200,4,12,14,28,34,40,288159,188999,477158,996.4675,Candidate B,consensus,Candidate C,0,0.947549,0.942398,0.95089,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_015/metadata.json,0,3,0,0,0.95089,0.942398,0.94936
low_treatment_20260523_172601_016,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_016,completed,20260523_220905,2026-05-23T22:16:40+0200,2,6,5,10,17,16,127477,86994,214471,454.6397,Candidate B,consensus,Candidate C,0,0.944023,0.932667,0.964237,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_016/metadata.json,0,3,0,0,0.964237,0.932667,0.935166
low_treatment_20260523_172601_017,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_017,completed,20260523_221643,2026-05-23T22:25:06+0200,2,6,5,10,18,16,128918,94220,223138,502.6215,Candidate C,consensus,Candidate C,1,0.926663,0.907642,0.945238,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_017/metadata.json,0,0,3,0,0.907642,0.945238,0.927108
low_treatment_20260523_172601_018,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_018,completed,20260523_222509,2026-05-23T22:33:40+0200,2,6,11,22,17,28,175570,92734,268304,511.8173,Candidate D,consensus,Candidate C,0,0.939441,0.935756,0.944338,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_018/metadata.json,0,0,0,3,0.935756,0.93823,0.944338
low_treatment_20260523_172601_019,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_019,completed,20260523_223344,2026-05-23T22:50:56+0200,2,6,3,6,18,12,111152,88080,199232,1032.2245,Candidate C,consensus,Candidate C,1,0.926169,0.907181,0.935811,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_019/metadata.json,0,0,3,0,0.935514,0.907181,0.935811
low_treatment_20260523_172601_020,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_020,completed,20260523_225059,2026-05-23T23:13:23+0200,3,9,11,22,25,31,218507,141831,360338,1343.9949,Candidate B,consensus,Candidate C,0,0.93613,0.921556,0.944476,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_020/metadata.json,0,3,0,0,0.944476,0.921556,0.942358
low_treatment_20260523_172601_021,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_021,completed,20260523_231326,2026-05-23T23:20:38+0200,2,6,1,2,18,8,96564,78835,175399,431.1554,Candidate B,consensus,Candidate C,0,0.907087,0.887385,0.917341,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_021/metadata.json,0,3,0,0,0.887385,0.916535,0.917341
low_treatment_20260523_172601_022,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_022,completed,20260523_232041,2026-05-23T23:48:16+0200,5,15,13,26,45,41,317427,202524,519951,1654.9666,Candidate B,max_round_majority_vote,Candidate C,0,0.93682,0.929061,0.947186,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_022/metadata.json,0,2,0,0,0.929061,0.934213,0.947186
low_treatment_20260523_172601_023,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_023,completed,20260523_234819,2026-05-24T00:22:23+0200,4,12,10,20,34,32,265471,169690,435161,2044.674,Candidate B,consensus,Candidate C,0,0.916112,0.896701,0.933609,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_023/metadata.json,0,3,0,0,0.933609,0.918025,0.896701
low_treatment_20260523_172601_024,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_024,completed,20260524_002226,2026-05-24T00:40:11+0200,2,6,8,16,17,22,160283,89852,250135,1064.872,Candidate C,consensus,Candidate C,1,0.931369,0.9121,0.946381,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_024/metadata.json,0,0,3,0,0.946381,0.935626,0.9121
low_treatment_20260523_172601_025,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_025,completed,20260524_004015,2026-05-24T00:49:14+0200,2,6,5,10,18,16,146200,97413,243613,539.8391,Candidate C,consensus,Candidate C,1,0.910152,0.87726,0.956353,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_025/metadata.json,0,0,3,0,0.87726,0.956353,0.896844
low_treatment_20260523_172601_026,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_026,completed,20260524_004918,2026-05-24T00:57:58+0200,2,6,10,20,18,26,179303,96286,275589,520.6699,Candidate C,consensus,Candidate C,1,0.932029,0.923422,0.948735,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_026/metadata.json,0,0,3,0,0.923422,0.948735,0.923931
low_treatment_20260523_172601_027,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_027,completed,20260524_005802,2026-05-24T01:05:25+0200,2,6,8,16,18,22,153952,81933,235885,443.0733,Candidate C,consensus,Candidate C,1,0.93109,0.926359,0.934816,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_027/metadata.json,0,0,3,0,0.934816,0.932096,0.926359
low_treatment_20260523_172601_028,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_028,completed,20260524_010528,2026-05-24T01:27:50+0200,3,9,14,28,26,37,251760,139986,391746,1342.8014,Candidate C,consensus,Candidate C,1,0.932227,0.931014,0.932983,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_028/metadata.json,0,0,3,0,0.932684,0.931014,0.932983
low_treatment_20260523_172601_029,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_029,completed,20260524_012753,2026-05-24T01:37:06+0200,2,6,12,24,18,30,197407,98343,295750,552.4275,Candidate C,consensus,Candidate C,1,0.927923,0.919551,0.936233,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_029/metadata.json,0,0,3,0,0.936233,0.919551,0.927986
low_treatment_20260523_172601_030,low,low,current_round,False,current_round,0,treatment,True,transparency_experiment,low_treatment_20260523_172601_030,completed,20260524_013709,2026-05-24T01:45:30+0200,2,6,9,18,17,24,172579,93610,266189,500.6936,Candidate B,consensus,Candidate C,0,0.917066,0.90069,0.925839,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260523_172601_030/metadata.json,0,3,0,0,0.925839,0.90069,0.92467
moderate_baseline_20260523_172601_001,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_001,completed,20260524_165746,2026-05-24T16:58:44+0200,2,6,5,10,0,16,43343,6680,50023,58.0096,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_001/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_002,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_002,completed,20260524_165847,2026-05-24T16:59:30+0200,2,6,3,6,0,12,33250,5098,38348,43.3434,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_002/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_003,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_003,completed,20260524_165933,2026-05-24T17:00:43+0200,3,9,6,12,0,21,66197,8056,74253,69.525,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_003/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_004,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_004,completed,20260524_170046,2026-05-24T17:01:28+0200,2,6,4,8,0,14,40212,4977,45189,42.7869,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_004/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_005,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_005,completed,20260524_170131,2026-05-24T17:02:36+0200,2,5,5,10,0,15,42086,7848,49934,64.5518,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_005/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_006,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_006,completed,20260524_170239,2026-05-24T17:03:42+0200,2,6,7,14,0,20,54203,7553,61756,63.8135,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_006/metadata.json,3,0,0,0,,,
moderate_baseline_20260523_172601_007,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_007,completed,20260524_170346,2026-05-24T17:05:07+0200,2,6,8,16,0,22,62994,9724,72718,81.2757,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_007/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_008,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_008,completed,20260524_170510,2026-05-24T17:06:12+0200,2,6,8,16,0,22,61502,7238,68740,61.4897,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_008/metadata.json,0,0,0,3,,,
moderate_baseline_20260523_172601_009,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_009,completed,20260524_170615,2026-05-24T17:07:07+0200,2,6,4,8,0,14,35772,6170,41942,51.9256,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_009/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_010,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_010,completed,20260524_170710,2026-05-24T17:08:23+0200,2,6,7,14,0,20,55055,8831,63886,73.1058,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_010/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_011,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_011,completed,20260524_170825,2026-05-24T17:09:41+0200,2,6,8,16,0,22,62552,8953,71505,75.2224,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_011/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_012,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_012,completed,20260524_170944,2026-05-24T17:10:50+0200,2,6,5,10,0,16,46387,7948,54335,66.4051,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_012/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_013,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_013,completed,20260524_171053,2026-05-24T17:11:56+0200,2,6,6,12,0,18,48913,7512,56425,62.9488,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_013/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_014,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_014,completed,20260524_171159,2026-05-24T17:13:05+0200,2,6,8,16,0,22,59417,7796,67213,65.9478,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_014/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_015,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_015,completed,20260524_171308,2026-05-24T17:13:57+0200,2,6,4,8,0,14,37476,5842,43318,49.1214,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_015/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_016,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_016,completed,20260524_171400,2026-05-24T17:15:02+0200,2,6,6,12,0,18,50197,7150,57347,61.1324,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_016/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_017,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_017,completed,20260524_171505,2026-05-24T17:15:55+0200,2,6,3,6,0,12,33006,5985,38991,50.1804,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_017/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_018,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_018,completed,20260524_171558,2026-05-24T17:17:03+0200,2,6,5,10,0,16,41540,7772,49312,64.8001,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_018/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_019,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_019,completed,20260524_171706,2026-05-24T17:18:16+0200,2,6,9,18,0,24,66321,8225,74546,69.5706,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_019/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_020,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_020,completed,20260524_171819,2026-05-24T17:19:21+0200,2,6,5,10,0,16,45672,7328,53000,61.6699,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_020/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_021,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_021,completed,20260524_171924,2026-05-24T17:20:12+0200,2,6,4,8,0,14,37909,5644,43553,48.3253,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_022,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_022,completed,20260524_172016,2026-05-24T17:21:42+0200,2,6,8,16,0,22,63038,10254,73292,86.3915,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_022/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_023,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_023,completed,20260524_172145,2026-05-24T17:23:02+0200,2,6,8,16,0,22,62996,9234,72230,77.2198,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_023/metadata.json,0,3,0,0,,,
moderate_baseline_20260523_172601_024,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_024,completed,20260524_172305,2026-05-24T17:24:08+0200,2,6,6,12,0,18,48034,7486,55520,63.2844,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_024/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_025,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_025,completed,20260524_172411,2026-05-24T17:25:04+0200,2,6,3,6,0,12,32194,6343,38537,53.0378,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_025/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_026,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_026,completed,20260524_172508,2026-05-24T17:26:05+0200,2,6,6,12,0,18,49222,6786,56008,57.1835,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_026/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_027,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_027,completed,20260524_172608,2026-05-24T17:27:22+0200,2,6,6,12,0,18,46921,8618,55539,73.3904,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_027/metadata.json,3,0,0,0,,,
moderate_baseline_20260523_172601_028,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_028,completed,20260524_172725,2026-05-24T17:28:14+0200,2,6,6,12,0,18,49519,5838,55357,49.8903,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_028/metadata.json,0,0,0,3,,,
moderate_baseline_20260523_172601_029,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_029,completed,20260524_172817,2026-05-24T17:29:32+0200,2,6,9,18,0,24,68301,8832,77133,74.5303,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_029/metadata.json,0,0,3,0,,,
moderate_baseline_20260523_172601_030,moderate,moderate,full_history,False,not_applicable,0,baseline,False,transparency_experiment,moderate_baseline_20260523_172601_030,completed,20260524_172935,2026-05-24T17:30:46+0200,2,6,7,14,0,20,62919,8327,71246,70.856,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260523_172601_030/metadata.json,3,0,0,0,,,
moderate_treatment_20260523_172601_001,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_001,completed,20260524_014533,2026-05-24T02:08:23+0200,3,9,7,14,27,23,260847,146938,407785,1369.533,Candidate C,consensus,Candidate C,1,0.948123,0.94671,0.948996,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_001/metadata.json,0,0,3,0,0.94671,0.948996,0.948664
